,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
1208,713129418647019520,14365762,Positive,2016-03-24 00:00:00,RUBIO STILL IN PLAY GOP candidates fight to  'woo' unbound delegates https://t.co/U3KWb2FlgI #politics,http://www.foxnews.com/politics/2016/03/24/battle-for-rubios-unbound-delegates-heats-up-as-campaigns-look-to-convention.html,5e65a2af042eb8aabba054457aa55c31,RUBIO STILL IN PLAY GOP candidates fight to  'woo' unbound delegates,2016-03-24 22:58:59,fox,713129418647019520,01000
1219,696829103375261696,14365762,Positive,2016-02-08 00:00:00,Poll: Trump leads ahead of New Hampshire's vote https://t.co/alS3nbjWWq #politics,http://www.cnn.com/2016/02/08/politics/donald-trump-bernie-sanders-new-hampshire-poll/index.html,9602febe879dcf28e3c0dd28b942d454,Poll: Trump leads ahead of New Hampshire's vote,2016-02-08 21:58:44,cnn,696829103375261696,01000
1270,696657267446411265,14365762,Positive,2016-02-08 00:00:00,Why these Obama voters are backing Donald Trump https://t.co/88vGCjn8Ja #politics,http://www.cnn.com/2016/02/08/politics/obama-trump-new-hampshire/index.html,72a3d557971198d747e45d05b1498681,Why these Obama voters are backing Donald Trump,2016-02-08 10:59:14,cnn,696657267446411265,01000
1391,720028837111820288,14365762,Positive,2016-04-12 00:00:00,Trump touts wrong evangelical leader as a supporter https://t.co/objQv1lZq9 #politics,http://www.cnn.com/2016/04/12/politics/trump-cruz-endorsement/index.html,5a870f1bc537c6d75bb0b4185588c9ba,Trump touts wrong evangelical leader as a supporter,2016-04-12 23:36:05,cnn,720028837111820288,01000
1468,704352715015647232,14365762,Neutral,2016-02-29 00:00:00,Democrat tries to tie Trump to McCain in scathing new ad https://t.co/zqWUeZOBq8 #politics,http://www.cnn.com/2016/02/29/politics/donald-trump-john-mccain-2016-election-ad/index.html,e5471ad2931c05ff6170db8337599fe6,Democrat tries to tie Donald Trump to John McCain in ad,2016-02-29 16:40:49,cnn,704352715015647232,01000
1472,708761783570460672,14365762,Positive,2016-03-12 00:00:00,Social Security: The GOP vs. the American People https://t.co/B59nnHFfhI #politics,http://www.huffingtonpost.com/nancy-altman/social-security-the-gop-v_b_9447206.html,fe304ef107cd8628d34f268d000a805c,Social Security: The GOP vs. the American People,2016-03-12 20:40:00,huffpo,708761783570460672,01000
1561,699628077702369281,14365762,Positive,2016-02-16 00:00:00,Why Angel Haze is not voting for Donald Trump https://t.co/FHyQmlvX1h #politics,http://www.cnn.com/2016/02/16/politics/angel-haze-donald-trump/index.html,b5a7ce1cb1437cccdc806452e477037c,Why Angel Haze is not voting for Donald Trump,2016-02-16 15:51:21,cnn,699628077702369281,01000
1599,696704279495704576,14365762,Neutral,2016-02-08 00:00:00,Trump: Bush 'melts like butter' when he attacks me https://t.co/IkR294AAvl #politics,http://www.cnn.com/2016/02/08/politics/donald-trump-jeb-bush-melts-like-butter/index.html,b91c7aad8a8d489f2ee546d5d9888eee,Trump: Bush 'melts like butter' when he attacks me,2016-02-08 14:04:45,cnn,696704279495704576,01000
1694,685780181076865024,14365762,Neutral,2016-01-09 00:00:00,The Tea Partier's Quandary: What To Make Of Trump's Rise? https://t.co/AaZ2IEwmgv #politics,http://www.npr.org/2016/01/09/462404642/the-tea-partiers-quandary-what-to-make-of-trumps-rise,8624b32b0ac5aff715d2878b175b2c95,The Tea Partier's Quandary: What To Make Of Trump's Rise?,2016-01-09 11:04:22,npr,685780181076865024,01000
1744,688484682997075973,14365762,Positive,2016-01-16 00:00:00,Murdoch praises Trump's 'winning strategy' https://t.co/lUWt1HCvkA #politics,http://www.cnn.com/2016/01/16/politics/rupert-murdoch-ted-cruz-donald-trump/index.html,c753add908dc6cdec15cc8a312d23dec,Rupert Murdoch praises Donald Trump's 'winning strategy',2016-01-16 21:37:32,cnn,688484682997075973,01000
1746,692026512833417217,14365762,Positive,2016-01-26 00:00:00,"Cruz, two super PACs hit Trump on abortion, 'New York values' https://t.co/MNj8qtPllt #politics",http://www.cnn.com/2016/01/25/politics/cruz-trump-abortion-new-york-values/index.html,22278d74ab51a79d5732ceab5b2f75dd,"Cruz, two super PACs hit Trump on abortion, 'New York values'",2016-01-26 00:42:46,cnn,692026512833417217,01000
1778,695017945374793732,14365762,Positive,2016-02-03 00:00:00,"'Trumpertantrum': Trump Says Cruz Cheated In Iowa, Wants Results Overturned https://t.co/LpeItVwfMv #politics",http://www.npr.org/2016/02/03/465459903/trumpertantrum-trump-says-cruz-cheated-in-iowa-wants-results-overturned,36a4f2dc89eff35e55ece81e30739d44,"'Trumpertantrum': Trump Says Cruz Cheated In Iowa, Wants Results Overturned",2016-02-03 22:48:00,npr,695017945374793732,01000
1789,712835896018669568,14365762,Positive,2016-03-24 00:00:00,Political Prediction Markets: GOP nomination not guaranteed for Trump https://t.co/wAeK3U75YT #politics,http://www.cnn.com/2016/03/23/politics/political-prediction-marketplace-republicans-contested-convention/index.html,8ee1a7e5becafce2ab99d52d259b7521,Political Prediction Markets: GOP nomination not guaranteed for Trump,2016-03-24 03:40:42,cnn,712835896018669568,01000
1822,697500215834779649,14365762,Neutral,2016-02-10 00:00:00,Marco's reboot: How Rubio plans to turn things around https://t.co/uIG5opVKnT #politics,http://www.cnn.com/2016/02/10/politics/marco-rubio-campaign-style-tactics/index.html,55fc61b9e3e3706f0b3cc096cd530eed,Marco's reboot: How Rubio plans to turn things around,2016-02-10 18:58:29,cnn,697500215834779649,01000
1823,698559636589453313,14365762,Positive,2016-02-13 00:00:00,Remaining GOP candidates face off in S.C. https://t.co/kja83w8yc9 #politics,http://www.cnn.com/2016/02/13/politics/republican-debate-highlights/index.html,0bfb6b1d21bc474b283c28d8b03aa5e1,Remaining GOP candidates face off in S.C.,2016-02-13 17:12:06,cnn,698559636589453313,01000
1840,690646143248809984,14365762,Positive,2016-01-22 00:00:00,Democratic Frustration Drives Surge Of Support For Bernie Sanders https://t.co/8ZVG0nm82Q #politics,http://www.npr.org/2016/01/22/464013725/democratic-frustration-drives-surge-of-support-for-bernie-sanders,fd18e75fbdf488ee9e6f9132e91d9863,Democratic Frustration Drives Surge Of Support For Bernie Sanders,2016-01-22 21:11:42,npr,690646143248809984,01000
1951,692103834127175680,14365762,Positive,2016-01-26 00:00:00,"CNN/ORC poll: Trump, Sanders hold solid leads in Iowa https://t.co/wOvPIlfRbW #politics",http://www.cnn.com/2016/01/21/politics/iowa-poll-hillary-clinton-bernie-sanders-donald-trump-ted-cruz/index.html,6e96654284aa0d001cf6ab0c0087d205,"Donald Trump, Bernie Sanders hold solid leads in Iowa, CNN/ORC poll finds",2016-01-21 21:00:49,cnn,692103834127175680,01000
2035,695647742719324160,14365762,Negative,2016-02-05 00:00:00,"Trump cancels New Hampshire town hall, blames snow https://t.co/T8Vuu5zNJC #politics",http://www.cnn.com/2016/02/05/politics/donald-trump-snow-new-hampshire-town-hall/index.html,d9bbb8de64057a93361ef3847c139d5d,Donald Trump blames snow for cancelled New Hampshire town hall,2016-02-05 15:57:23,cnn,695647742719324160,01000
2052,690166011295895552,14365762,Neutral,2016-01-21 00:00:00,Hillary and Bernie:  The Credibility Gap https://t.co/jW3YeARLO3 #politics,http://www.huffingtonpost.com/robert-l-borosage/hillary-and-bernie-the-cr_b_9038508.html,209313d9335541335c72f4a636564d89,Hillary and Bernie: The Credibility Gap,2016-01-21 12:56:43,huffpo,690166011295895552,01000
2194,693610174452482048,14365762,Positive,2016-01-31 00:00:00,Why these Iowans are choosing Trump over Cruz https://t.co/s0pzJDzSw3 #politics,http://www.cnn.com/2016/01/30/politics/iowa-trump-cruz-dubuque/index.html,e33aba6dcbb8e461c591657d3db17aa1,Why these Iowans are choosing Trump over Cruz,2016-01-31 01:24:26,cnn,693610174452482048,01000
2197,697554110216851456,14365762,Neutral,2016-02-10 00:00:00,Inside Chris Christie's failed campaign https://t.co/1g8OZLCR8x #politics,http://www.cnn.com/2016/02/10/politics/chris-christie-drops-out-2016-election/index.html,d2f13ae77f043594395f285e20d2e0c8,Inside Chris Christie's failed campaign,2016-02-10 22:15:08,cnn,697554110216851456,01000
2201,700412301896187904,14365762,Positive,2016-02-18 00:00:00,"Poll: Trump, Clinton leading nationwide https://t.co/weogLTNTHV #politics",http://www.cnn.com/2016/02/17/politics/poll-donald-trump-hillary-clinton-national-quinnipiac/index.html,e97b4c627aad7480ccfab001f68ff138,"Poll: Trump, Clinton leading nationwide",2016-02-17 13:46:41,cnn,700412301896187904,01000
2217,687263872391245824,14365762,Positive,2016-01-13 00:00:00,Iowa poll: Cruz takes slim lead over Trump https://t.co/JvJwZEEQm9 #politics,http://www.cnn.com/2016/01/13/politics/iowa-poll-bloomberg-des-moines-register-donald-trump-ted-cruz/index.html,a52990d127a06b9522d32de85743c92a,Iowa poll: Ted Cruz has slim lead over Donald Trump,2016-01-13 12:21:57,cnn,687263872391245824,01000
2246,710583256270434305,14365762,Neutral,2016-03-17 00:00:00,Christine O'Donnell on Trump: 'He's not actually doing anything except inciting riots' https://t.co/uAmkqjvDGP #politics,http://www.cnn.com/2016/03/17/politics/christine-odonnell-donald-trump-bash-return/index.html,7b217f5f58cd617f5c5b0a89867ef690,Christine O'Donnell hits Donald Trump for 'inciting riots',2016-03-17 21:47:06,cnn,710583256270434305,01000
2266,697610744125374469,14365762,Positive,2016-02-11 00:00:00,Cruz campaign aide: Trump running 'the Seinfeld candidacy' https://t.co/yqpKULf2OB #politics,http://www.cnn.com/2016/02/10/politics/ted-cruz-donald-trump-seinfeld/index.html,cf430b05f3af73212921ff10b2b0b895,Cruz campaign aide: Trump running 'the Seinfeld candidacy',2016-02-11 02:22:19,cnn,697610744125374469,01000
2343,702610141351436290,14365762,Neutral,2016-02-24 00:00:00,CNN releases podium order for Thursday's Republican debate https://t.co/DnAm39rrxp #politics,http://www.cnn.com/2016/02/24/politics/republican-debate-houston-cnn-podium-seating/index.html,e5ff6898c03ba2de1ca2ee2f35173d32,CNN releases podium order for Thursday's Republican debate,2016-02-24 21:01:20,cnn,702610141351436290,01000
2603,687040452533555200,14365762,Neutral,2016-01-12 00:00:00,Bush: Trump will create a 'global depression' https://t.co/UgqkomBM5i #politics,http://www.cnn.com/2016/01/12/politics/jeb-bush-donald-trump-jerk/index.html,a57136bc38e28fe64559d7e845baa9b3,Bush: Trump will create a 'global depression',2016-01-12 22:08:18,cnn,687040452533555200,01000
2653,723294063697518592,14365762,Negative,2016-04-21 00:00:00,'HOSTILE' MESSAGES? Univ's 'hate response team' probes Trump 'chalkings' https://t.co/HsXnmfdKwI #politics,http://www.foxnews.com/us/2016/04/21/trump-chalking-prompts-hand-wringing-at-wisconsin-campus.html,7d43ecb847c1537e96eee13ce5d8c759,Trump 'chalking' prompts hand-wringing at Wisconsin campus,2016-04-21 22:00:33,fox,723294063697518592,01000
2711,690498918052921344,14365762,Positive,2016-01-22 00:00:00,Fact Checking Donald Trump on Iran and Chelsea Clinton on Health Care https://t.co/7kT89TwVgP #politics,http://www.cnn.com/2016/01/22/politics/fact-check-trump-iran-clinton-health-care-tapper-origwx-pk/index.html,fe46388ea6c72fba089e2f4ec94dc8ad,Fact Checking Donald Trump on Iran and Chelsea Clinton on Health Care,2016-01-22 11:21:25,cnn,690498918052921344,01000
2725,698152078615642113,14365762,Positive,2016-02-12 00:00:00,Trump autographs crowdsurfing baby's hand at Louisiana rally https://t.co/EkThR7aYak #politics,http://www.cnn.com/2016/02/12/politics/donald-trump-autographs-baby-crowdsurfing/index.html,71a578f1c2f98c9ea09b754ec4a0fc53,Trump autographs crowdsurfing baby at rally,2016-02-12 19:34:32,cnn,698152078615642113,01000
2747,700079796471078912,14365762,Neutral,2016-02-17 00:00:00,CRUZ: SO SUE ME Senator dares Trump to  file suit over abortion ad https://t.co/5ZIvnGlMwP #politics,http://www.foxnews.com/politics/2016/02/17/cruz-dares-trump-to-sue-him-over-abortion-ad-vows-to-run-it-more-frequently.html,2adaa94331343188e372779740440cb4,Cruz dares Trump to sue him over abortion ad - Trump towers: GOP primary leader hits polling high - FOX NEWS FIRST: Cruz falls under Trump pummeling - Vatican hits Trump's criticism of pope's trip,2016-02-17 20:32:20,fox,700079796471078912,01000
2751,703959613645918208,14365762,Positive,2016-02-28 00:00:00,"Polls: Clinton dominates South; Trump, Cruz scrap for Super Tuesday edge https://t.co/LsJ30uXwab #politics",http://www.cnn.com/2016/02/28/politics/clinton-trump-cruz-super-tuesday-polls/index.html,b9cab7b4977c971e7860bcc2ebb915f1,"Polls: Clinton dominates South; Trump, Cruz scrap for Super Tuesday edge",2016-02-28 14:54:19,cnn,703959613645918208,01000
2887,702930588144156672,14365762,Positive,2016-02-25 00:00:00,Trump hasn't bought ads for Super Tuesday https://t.co/7AhSPcMB4O #politics,http://www.cnn.com/2016/02/25/politics/super-tuesday-donald-trump-ad/index.html,45d4c9cbec56b31ed0dbc8ceac68fe34,Trump hasn't bought ads for Super Tuesday,2016-02-25 20:04:59,cnn,702930588144156672,01000
2948,714449452333985792,14365762,Positive,2016-03-28 00:00:00,It's Time for Hillary Clinton to Concede the Democratic Nomination to Bernie Sanders https://t.co/RwqSDEsyR7 #politics,http://www.huffingtonpost.com/h-a-goodman/its-time-for-hillary-clin_b_9555422.html,3da14d81d92a1296ecb6632b5c154dfd,It's Time for Hillary Clinton to Concede the Democratic Nomination to Bernie Sanders,2016-03-28 14:26:28,huffpo,714449452333985792,01000
3207,704897259096424449,14365762,Neutral,2016-03-02 00:00:00,Hill Republicans walk tight line on Trump https://t.co/K3PlQo2ECU #politics,http://www.cnn.com/2016/03/01/politics/donald-trump-hill-republicans/index.html,3343fba0cb94df3b3d2565d120f6477b,Hill Republicans walk tight line on Trump,2016-03-02 04:37:49,cnn,704897259096424449,01000
3259,700321496674213888,14365762,Positive,2016-02-18 00:00:00,"Poll: Trump on top, Cruz and Rubio trail https://t.co/HxwHfdCDhC #politics",http://www.cnn.com/2016/02/18/politics/donald-trump-ted-cruz-poll-cbs/index.html,711ec4b728c43dbb1d59c280754b8937,"Poll: Trump on top, Cruz and Rubio trail",2016-02-18 13:39:50,cnn,700321496674213888,01000
3483,693564874375434240,14365762,Positive,2016-01-30 00:00:00,"In Iowa, Trump plays president in triumphant campaign stop https://t.co/y0q0Wb3Y4J #politics",http://www.cnn.com/2016/01/30/politics/donald-trump-air-force-one-iowa/index.html,435fe192fbae80e7d05305bce00a7743,"In Iowa, Trump plays president in triumphant campaign stop",2016-01-30 22:31:00,cnn,693564874375434240,01000
3505,684321029871767552,14365762,Positive,2016-01-05 00:00:00,"Trump joins air wars with hard-hitting spot, but will his blitz matter? https://t.co/Y5q4xpxuW4 #politics",http://www.foxnews.com/politics/2016/01/05/trump-joins-air-wars-with-hard-hitting-spot-but-will-his-blitz-matter.html,aa333d55670a13e7f2cc9322eacb7553,"MEDIA BUZZ: Trump joins air wars with hard-hitting spot, but will his ad blitz matter? - Campaigns ramp up in final stretch to Iowa, NH - Trump criticized for campaign ad showing &lsquo;southern border&rsquo; using footage of Morocco - CAMPAIGN 2016 LIVE BLOG",2016-01-05 10:37:56,fox,684321029871767552,01000
3517,709173211502682112,14365762,Positive,2016-03-14 00:00:00,Hillary Clinton and Bernie Sanders ready to rumble https://t.co/TWULOTK3mY #politics,http://www.cnn.com/2016/03/13/politics/clinton-sanders-democratic-town-hall-duplicate-2/index.html,05e9f9e08c670c1ab2b5ef6114c7c223,Hillary Clinton and Bernie Sanders ready to rumble,2016-03-14 00:25:54,cnn,709173211502682112,01000
3653,689200633665196033,14365762,Negative,2016-01-18 00:00:00,Trump jokes that barking dog sound is Hillary Clinton https://t.co/bKXBajlPqu #politics,http://www.cnn.com/2016/01/18/politics/donald-trump-hillary-clinton-dog-barking/index.html,02cabd7d0791ffb10e0b10698f78e8ee,Trump jokes that barking dog sound is Hillary Clinton,2016-01-18 21:24:34,cnn,689200633665196033,01000
3762,689053641760751616,14365762,Positive,2016-01-18 00:00:00,GOP debate winners and losers https://t.co/4YbLgu6nFH #politics,http://www.cnn.com/2016/01/15/politics/republican-debate-2016-winners-losers/index.html,85880393a3d9a641dbbe666da7d6ff2d,"Winners, losers",2016-01-15 06:25:20,cnn,689053641760751616,01000
3917,696675921823191040,14365762,Neutral,2016-02-08 00:00:00,Trump: Rubio 'may have lost some momentum' https://t.co/YNnIk7B3SS #politics,http://www.cnn.com/2016/02/08/politics/trump-rubio-momentum-interview/index.html,e4add14b5cd1ce184b78194079937958,Trump: Rubio 'may have lost some momentum',2016-02-08 11:38:10,cnn,696675921823191040,01000
4014,690649938896777217,14365762,Positive,2016-01-22 00:00:00,"CNN/ORC poll: Trump, Sanders hold solid leads in Iowa https://t.co/wOvPIlfRbW #politics",http://www.cnn.com/2016/01/21/politics/iowa-poll-hillary-clinton-bernie-sanders-donald-trump-ted-cruz/index.html,6e96654284aa0d001cf6ab0c0087d205,"Donald Trump, Bernie Sanders hold solid leads in Iowa, CNN/ORC poll finds",2016-01-21 21:00:49,cnn,690649938896777217,01000
4038,689771400496877568,14365762,Neutral,2016-01-20 00:00:00,Trump and Sanders using anger against big money to build their movements https://t.co/0z42ryyRGu #politics,http://www.cnn.com/2016/01/20/politics/donald-trump-bernie-sanders-money-super-pac/index.html,64f20d6706c6f4ff149105a2b0ce2f84,Trump and Sanders using anger against big money to build their movements,2016-01-20 11:22:46,cnn,689771400496877568,01000
4040,688029412747554816,14365762,Positive,2016-01-15 00:00:00,Clinton knocks Sanders' 'details to be forthcoming' health care plan https://t.co/kEUAVs4CkV #politics,http://www.cnn.com/2016/01/15/politics/hillary-clinton-bernie-sanders-health-care-plan/index.html,528151b06230e2fa7ea3e64203926ce5,Clinton knocks Sanders' 'details to be forthcoming' health care plan,2016-01-15 15:46:48,cnn,688029412747554816,01000
4106,700412302839963652,14365762,Neutral,2016-02-18 00:00:00,Bush on Trump: Time to 'punch him back in the nose' https://t.co/fsq3fMHzyI #politics,http://www.cnn.com/2016/02/17/politics/donald-trump-jeb-bush-punch-glasses/index.html,6facf2bc2d54b184e52eea139d3cecd0,Bush on Trump: Time to 'punch him back in the nose',2016-02-17 20:35:37,cnn,700412302839963652,01000
4160,687943324137820160,14365762,Positive,2016-01-15 00:00:00,GOP Debate Filled With Tough Exchanges Between Trump And Cruz https://t.co/asrRZNZo7r #politics,http://www.npr.org/2016/01/15/463146182/gop-debate-filled-with-tough-exchanges-between-trump-and-cruz,e5d064319d74be63abfb8cb69ff7c25b,GOP Debate Filled With Tough Exchanges Between Trump And Cruz,2016-01-15 10:15:22,npr,687943324137820160,01000
4194,709526962478424064,14365762,Positive,2016-03-14 00:00:00,How many votes will Jeb Bush win in Florida? https://t.co/WEoLL5rrVn #politics,http://www.cnn.com/2016/03/14/politics/jeb-bush-florida-primary/index.html,bb4a9543989beb344a017332f08bf56f,How many votes will Jeb Bush win in Florida?,2016-03-15 00:03:24,cnn,709526962478424064,01000
4281,699704234753835009,14365762,Positive,2016-02-16 00:00:00,Trump invites two fans on stage at South Carolina rally https://t.co/T6OgwPdTkV #politics,http://www.cnn.com/2016/02/16/politics/donald-trump-south-carolina/index.html,523ece911c37124b249423a9441251a4,Trump invites two fans on stage at South Carolina rally,2016-02-16 20:49:14,cnn,699704234753835009,01000
4342,691784731214614530,14365762,Positive,2016-01-26 00:00:00,"Cruz, two super PACs hit Trump on abortion, 'New York values' https://t.co/MNj8qtPllt #politics",http://www.cnn.com/2016/01/25/politics/cruz-trump-abortion-new-york-values/index.html,22278d74ab51a79d5732ceab5b2f75dd,"Cruz, two super PACs hit Trump on abortion, 'New York values'",2016-01-26 00:42:46,cnn,691784731214614530,01000
4489,692893001295659012,14365762,Positive,2016-01-29 00:00:00,GOP senator: 'Weird' that Trump brags about affairs https://t.co/kE1Ln33PYn #politics,http://www.cnn.com/2016/01/27/politics/ben-sasse-donald-trump-affairs-salesman-iowa/index.html,ec7fda7a7d42c975a800b1700c8ab509,GOP senator: 'Weird' that Trump brags about affairs,2016-01-27 20:26:30,cnn,692893001295659012,01000
4529,694632227599159297,14365762,Positive,2016-02-02 00:00:00,Donald Trump regroups ahead of New Hampshire https://t.co/Cqrw1lSN8B #politics,http://www.cnn.com/2016/02/02/politics/republicans-new-hampshire-iowa-trump-rubio-christie/index.html,f3cbd6bbee456f624de7508197606000,Donald Trump regroups ahead of New Hampshire,2016-02-02 20:34:52,cnn,694632227599159297,01000
4607,699385232034762752,14365762,Positive,2016-02-16 00:00:00,George W. Bush: Jeb has 'experience and character to be a great president' https://t.co/8Uyft85ssb #politics,http://www.cnn.com/2016/02/15/politics/george-w-bush-jeb-bush-south-carolina/index.html,d5a4dda9b1cb6b8cc32a228a7f46e216,George W. Bush: Jeb has 'experience and character to be a great president',2016-02-15 23:46:15,cnn,699385232034762752,01000
4655,702822893625982976,14365762,Positive,2016-02-25 00:00:00,"At long last, the media moves toward Trump https://t.co/KEpTJxRrOt #politics",http://www.cnn.com/2016/02/25/politics/donald-trump-media-nominee/index.html,03eb7f8159078987b62dc5127688f0aa,Media more open to Trump victory?,2016-02-25 12:30:28,cnn,702822893625982976,01000
4908,693591414148562946,14365762,Positive,2016-01-31 00:00:00,Des Moines Register poll: Trump and Clinton hold narrow leads https://t.co/r9tOkry723 #politics,http://www.cnn.com/2016/01/30/politics/des-moines-register-poll-donald-trump-ted-cruz-hillary-clinton-bernie-sanders/index.html,a30fc8785b2917136c4017c9b9147976,Des Moines Register poll: Trump and Clinton hold narrow leads,2016-01-31 00:11:40,cnn,693591414148562946,01000
4932,694987497407930368,14365762,Positive,2016-02-03 00:00:00,New Hampshire Newspaper Publisher: 'Trump Has Overturned The Table' https://t.co/nAiS52OneB #politics,http://www.npr.org/2016/02/03/465456103/new-hampshire-newspaper-publisher-trump-has-overturned-the-table,657323ee5bf3e1706e14f858709eea63,New Hampshire Newspaper Publisher: 'Trump Has Overturned The Table',2016-02-03 20:51:00,npr,694987497407930368,01000
5010,708171488398934017,14365762,Positive,2016-03-11 00:00:00,5 takeaways from the Republican debate https://t.co/QUZygsUu3t #politics,http://www.cnn.com/2016/03/11/politics/republican-debate-takeaways/index.html,2a15a565dc194a84c6530984bd112221,5 takeaways from the Republican debate,2016-03-11 05:25:35,cnn,708171488398934017,01000
5011,709025746644307968,14365762,Positive,2016-03-13 00:00:00,"Trump: I 'should get credit, not be scorned' for tone of events https://t.co/zsZshgsjj1 #politics",http://www.cnn.com/2016/03/13/politics/donald-trump-event-violence/index.html,a879437ccdfcdd7776e1682ca150e57a,"Trump says violence at his rallies not his fault, but Sanders'",2016-03-13 15:25:00,cnn,709025746644307968,01000
5095,691864175832887296,14365762,Positive,2016-01-26 00:00:00,Trump asks if he should sue Cruz 'just for fun' https://t.co/Wd7hcZRSeL #politics,http://www.cnn.com/2016/01/23/politics/donald-trump-ted-cruz-lawsuit-canada-citizenship/index.html,70033d6cdc05c4c12684f99d3e1c9874,Donald Trump asks if he should sue Ted Cruz 'just for fun',2016-01-23 19:58:04,cnn,691864175832887296,01000
5239,719536898717429761,14365762,Positive,2016-04-11 00:00:00,The long and winding road to the Republican nomination https://t.co/HuWc340Z1v #politics,http://www.cnn.com/2016/03/19/politics/trump-delegate-math-contested-convention/index.html,da9e0ab9eb6cc654698577f5da11d2ad,The long and winding road to the Republican nomination,2016-03-19 15:32:44,cnn,719536898717429761,01000
5247,689907555800317952,14365762,Neutral,2016-01-20 00:00:00,Taxpayers fund travel used to rip Republicans... https://t.co/f3CRJYRgzw #politics,http://www.mcclatchydc.com/news/politics-government/white-house/article55465890.html,1d465f2a9c1907906a5bba2bbf36a3db,Who pays when Obama uses travel to rip Republicans?,2016-01-19 21:08:55,mcclatchy,689907555800317952,01000
