,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
632,686581439467503617,2510356861,Negative,2016-01-11 00:00:00,"Trump already destroyed it, Conservative elite, sounding a bit panicked, says Trump will destroy GOP | Fox News |  https://t.co/wklnatjxTr",http://www.foxnews.com/politics/2016/01/11/conservative-elite-sounding-bit-panicked-says-trump-will-destroy-gop.html,143daf77ebc254da03cf89b2488365ef,"MEDIA BUZZ: Conservative elite, sounding a bit panicked, says Trump will destroy GOP - Trump says Cruz should resolve citizenship issue - Carson prays with Clemson coach ahead of title game - CAMPAIGN 2016 LIVE BLOG",2016-01-11 12:11:43,fox,686581439467503617,10000
643,702886089921462272,266876176,Neutral,2016-02-25 00:00:00,"Why Ted Cruz is in trouble in Texas: Of all the states, Texas was the one Ted Cruz was ... https://t.co/JO1ax45p7O https://t.co/pm97olizVH",http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,e47bd420c285fb0f23112e34f150cb60,Why Cruz is in trouble in Texas,2016-02-25 17:43:40,cnn,702886089921462272,10000
682,718216141081079808,103576819,Negative,2016-04-07 00:00:00,"Fox News: Trump’s campaign beefing up, amid reported tensions inside the ranks - Cruz facing hostile reception... https://t.co/84fiSTn5bd",http://www.foxnews.com/politics/2016/04/07/trump-s-campaign-beefing-up-amid-reported-tensions-inside-ranks.html,c44261deacffad204186ed31433cd441,'OUTSIDER' GOES INSIDE Trump taps veteran GOP operatives after Wis. loss,2016-04-07 18:25:52,fox,718216141081079808,10000
697,702568833211478016,17544215,Positive,2016-02-24 00:00:00,Ted Cruz and Marco Rubio battle it out as Donald Trump wins again https://t.co/zb1G9DZsgF,http://www.cnn.com/2016/02/24/politics/nevada-trump-cruz-rubio-super-tuesday/index.html,8fdc84dc76f3bf8be0d5514c919ddd65,Ted Cruz and Marco Rubio battle it out as Trump wins again,2016-02-24 17:57:31,cnn,702568833211478016,10000
702,717143265124855808,17544215,Neutral,2016-04-05 00:00:00,Why Wisconsin hasn't warmed to Trump https://t.co/BdJJouBxwL,http://www.cnn.com/2016/04/04/politics/donald-trump-wisconsin-problems-scott-walker/index.html,cb6aa62b702066da7be1d83610d7c43a,Why Wisconsin hasn't warmed to Trump,2016-04-05 00:43:28,cnn,717143265124855808,10000
732,712387712888737794,24481831,Neutral,2016-03-22 00:00:00,Hillary Clinton is subtly trolling Donald Trump's hands https://t.co/3YaTxacFT2,http://www.cnn.com/2016/03/22/politics/hillary-clinton-donald-trump-hands/index.html,176fc60bae525819956a0c2e1bab54d2,Hillary Clinton is subtly trolling Donald Trump's hands,2016-03-22 20:18:33,cnn,712387712888737794,10000
769,683743936054038528,17544215,Positive,2016-01-03 00:00:00,Republicans vow to undo Obama's gun actions https://t.co/MFFWZbaFI0,http://www.cnn.com/2016/01/03/politics/republicans-react-to-obama-gun-control/index.html,36bd0756d56aa486876059f8c12d0fbf,Republicans vow to undo Obama's gun actions,2016-01-04 18:43:49,cnn,683743936054038528,10000
776,694704262333407236,103576819,Neutral,2016-02-03 00:00:00,CNN: Trump tries to regroup https://t.co/VARt9w9Glk,http://www.cnn.com/2016/02/02/politics/republicans-new-hampshire-iowa-trump-rubio-christie/index.html,f3cbd6bbee456f624de7508197606000,Donald Trump regroups ahead of New Hampshire,2016-02-02 20:34:52,cnn,694704262333407236,10000
780,698662566264860672,24481831,Neutral,2016-02-14 00:00:00,CNN announces back-to-back GOP town halls https://t.co/1vZf7atgTU,http://www.cnn.com/2016/02/13/politics/cnn-republican-town-halls-south-carolina/index.html,114351b98361e819f8e61c2f3ff768de,CNN to hold 2 GOP town halls in S.C.,2016-02-14 00:10:00,cnn,698662566264860672,10000
856,697439662533545984,17544215,Negative,2016-02-10 00:00:00,Trump on taxes: 'I fight like hell not to pay' https://t.co/jq0IyRloNr,http://www.cnn.com/2016/02/10/politics/donald-trump-new-hampshire-taxes/index.html,26564ddce9411d1717b47048ba5b8b68,Trump on taxes: 'I fight like hell not to pay',2016-02-10 14:40:23,cnn,697439662533545984,10000
893,692198218545889280,103576819,Neutral,2016-01-27 00:00:00,CNN: Iowans react to Trump debate decision https://t.co/UfVbJBOlqh,http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,896c9803e33ce8c9e6a003bca944899b,Iowans react to Trump debate decision,2016-01-27 03:54:15,cnn,692198218545889280,10000
895,700433404987191296,17544215,Neutral,2016-02-18 00:00:00,"Trump, Kasich, Bush to attend CNN town hall Thursday https://t.co/5MhnDpmJ7O",http://www.cnn.com/2016/02/18/politics/republican-town-hall-highlights/index.html,103b864579e44e379985492eba9815b8,"Trump, Kasich, Bush to attend CNN town hall Thursday",2016-02-18 20:50:49,cnn,700433404987191296,10000
898,703795824539660288,24481831,Neutral,2016-02-28 00:00:00,Clinton and Trump: A tale of two Corinthians https://t.co/68ImtzTsYv,http://www.cnn.com/2016/02/27/politics/clinton-and-trump-two-corinthians/index.html,6e8c19c15079405efa40fbfc232cb4c3,Clinton and Trump: A tale of two Corinthians,2016-02-28 02:20:21,cnn,703795824539660288,10000
909,690237662091804674,103576819,Neutral,2016-01-21 00:00:00,Fox News: MEDIA BUZZ: Press finally discovers Sanders surge - Will Trump-Cruz battle alienate their supporters... https://t.co/Rv3GAY4pHh,http://www.foxnews.com/politics/2016/01/21/as-hillary-fends-off-bad-news-press-finally-discovers-sanders-surge.html,6531108b0d5cd4bb81a99cd8ea55a4ee,MEDIA BUZZ: The press finally discovers the Sanders surge - Will Trump-Cruz battle alienate their supporters? - Prime-time Dem town hall scheduled before Iowa - CAMPAIGN 2016 LIVE BLOG,2016-01-21 10:15:06,fox,690237662091804674,10000
912,692486249630818304,24481831,Positive,2016-01-27 00:00:00,Donald Trump announces event to benefit veterans during Fox debate https://t.co/SjEv0L6G5I,http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-event/index.html,6f1b62d6fc17f59db02a70eb0135a10a,Trump announces event to benefit veterans during Fox debate,2016-01-27 23:03:03,cnn,692486249630818304,10000
941,702013603671470080,711881270,Negative,2016-02-23 00:00:00,Trump on protester: 'I’d like to punch him in the face': LAS VEGAS — Donald Trump wished grievous bodily harm ... https://t.co/3HapjLkrYB,http://www.politico.com/story/2016/02/donald-trump-punch-protester-219655,f6e2fb1cdd768dac3f7dc0707e1b1c1c,Trump on protester: 'I’d like to punch him in the face',2016-02-23 05:13:29,politico,702013603671470080,10000
993,719922669991370752,24481831,Neutral,2016-04-12 00:00:00,"Clinton White House mulled Trump question, docs show https://t.co/Lely5YxRBY",http://www.cnn.com/2016/04/12/politics/donald-trump-bill-clinton-library-documents/index.html,4cb3b13fd44ca77e54c26de8fbc442e5,"Clinton White House mulled Trump question, docs show",2016-04-12 17:28:59,cnn,719922669991370752,10000
997,684664916213690369,24481831,Positive,2016-01-06 00:00:00,Why experts say Ted Cruz is eligible for the presidency https://t.co/lH6XpTbpd8,http://www.cnn.com/2016/01/05/politics/ted-cruz-donald-trump-constitutional-natural-born/index.html,1a2e5057c5ab4eacb3e022652250e010,Why experts say Cruz is eligible for the presidency,2016-01-06 00:21:20,cnn,684664916213690369,10000
1099,687865782085259266,24481831,Neutral,2016-01-15 00:00:00,Who is Larry Tribe and why are Trump and Cruz talking about him? https://t.co/GF0Fy3lMnm,http://www.cnn.com/2016/01/14/politics/larry-tribe-donald-trump-ted-cruz-gop-debate/index.html,51897ccf96987a2b0b9d0a7c8fe2e138,Who is Larry Tribe and why are Trump and Cruz talking about him?,2016-01-15 03:32:06,cnn,687865782085259266,10000
1117,688743634028527616,17544215,Neutral,2016-01-17 00:00:00,Trump open to accepting public financing for the general election https://t.co/rfD9UzaN09,http://www.cnn.com/2016/01/17/politics/donald-trump-public-financing/index.html,8319232df84c39fb195aa3b305fdf1bc,Trump open to accepting public financing for the general election,2016-01-17 14:49:26,cnn,688743634028527616,10000
1203,704278255348527104,103576819,Neutral,2016-02-29 00:00:00,"Fox News: LET'S GET PHYSICAL Rubio throws 'small hands', 'spray tan' jabs at Trump https://t.co/i4Bw2NF5hJ",http://www.foxnews.com/politics/2016/02/29/rubio-cruz-and-clinton-aim-attacks-at-trump-ahead-super-tuesday.html,8a2d246e978832917695898e587c9096,"RACE GETS PHYSICAL: Rubio's 'small hands', 'spray tan' jabs at Trump cap insult weekend on campaign trail",2016-02-29 09:01:00,fox,704278255348527104,10000
1273,700076296882122752,17544215,Positive,2016-02-17 00:00:00,Brawling Republicans to meet for town hall https://t.co/SvVnrEdnaH,http://www.cnn.com/2016/02/17/politics/republican-town-hall-highlights/index.html,e20a7b1c439fc7c3457cdfbd3eb8b75e,Brawling Republicans to meet for town hall,2016-02-17 21:30:31,cnn,700076296882122752,10000
1308,688743635970428929,17544215,Neutral,2016-01-17 00:00:00,Trump says he has no questions about Rubio's eligibility to be president https://t.co/E58hAFv5sJ,http://www.cnn.com/2016/01/17/politics/donald-trump-marco-rubio-ted-cruz-nikki-haley-jeb-bush/index.html,91217fe528ffcf5df9ca065cd041d428,Trump says he has no questions about Rubio's eligibility to be president,2016-01-17 15:05:29,cnn,688743635970428929,10000
1313,692162403430207488,17544215,Neutral,2016-01-27 00:00:00,Trump deflects specifics when it comes to abortion position https://t.co/njqW13Q7Wi,http://www.cnn.com/2016/01/26/politics/donald-trump-abortion/index.html,a1d60e4ed647aaec65510a4ac2228877,Trump deflects specifics when it comes to abortion position,2016-01-27 01:20:06,cnn,692162403430207488,10000
1323,700721897412034561,711881270,Neutral,2016-02-19 00:00:00,Garcia vs. Taddeo primary fight drives rift between House Dems:  https://t.co/jz7baYnvhM,http://www.politico.com/story/2016/02/annette-taddeo-joe-garcia-primary-219490,8ceb4f73c53573733f49ec35d9eee730,Garcia vs. Taddeo primary fight drives rift between House Dems,2016-02-19 15:48:24,politico,700721897412034561,10000
1335,725440114847977472,103576819,Neutral,2016-04-27 00:00:00,Fox News: TED CHOOSES CARLY Cruz announces Fiorina as his running mate choice https://t.co/D2RyGZrpJU,http://www.foxnews.com/politics/2016/04/27/cruz-announces-fiorina-as-choice-for-running-mate.html,ddb6fc16700cfdef90ed05ed8b1de922,TED CHOOSES CARLY Cruz announces Fiorina as his running mate choice,2016-04-27 21:54:48,fox,725440114847977472,10000
1351,706363796755877888,103576819,Positive,2016-03-06 00:00:00,"Fox News: NICE NIGHT FOR TED, DONALD  Cruz wins GOP races in Maine, Kansas; Trump wins Kentucky, La.; Sanders ... https://t.co/UkERILXevR",http://www.foxnews.com/politics/2016/03/06/cruz-trump-grab-two-wins-dems-divided-as-candidates-look-ahead-to-michigan-florida-contests.html,7a751a4691a5895354e0d15f09230483,"NICE NIGHT FOR TED, DONALD  Cruz wins GOP races in Maine, Kansas; Trump wins Kentucky, La.; Sanders wins Dem races in Kansas, Neb.; Clinton wins La.",2016-03-06 05:48:36,fox,706363796755877888,10000
1377,698884958421516288,17544215,Neutral,2016-02-14 00:00:00,Marco Rubio accuses Ted Cruz of lying https://t.co/XTF9jpHuk8,http://www.cnn.com/2016/02/14/politics/marco-rubio-ted-cruz-lies/index.html,c2ac999e40381f883a79b9c7fad90ca2,Marco Rubio accuses Ted Cruz of lying,2016-02-14 14:41:49,cnn,698884958421516288,10000
1404,700388348976738306,266876176,Neutral,2016-02-18 00:00:00,Pope on Trump: Anyone who wants border walls isn't Christian: ABOARD THE PAPAL PLANE (A... https://t.co/GRLYx1qCy2 https://t.co/pm97olizVH,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-18-EU-REL-Pope-Trump/id-229796151c554898ac0b0cb9df3940ba,33f1aac7130f7663d78b1b4c176a1975,Pope on Trump: Anyone who wants border walls isn't Christian,2016-02-18 13:05:00,ap,700388348976738306,10000
1427,692305163672014850,24481831,Positive,2016-01-27 00:00:00,Heidi Cruz dishes on 'who Ted is' https://t.co/Rv9U8hrnlZ,http://www.cnn.com/2016/01/27/politics/ted-cruz-heidi-cruz-new-hampshire-2016/index.html,f6c05e7ee73ea4bfb3aa24a6137a9202,Heidi Cruz dishes on 'who Ted is',2016-01-27 11:11:28,cnn,692305163672014850,10000
1433,696706577517051904,17544215,Neutral,2016-02-08 00:00:00,Trump: Bush 'melts like butter' when he attacks me https://t.co/RizuM0hdlr,http://www.cnn.com/2016/02/08/politics/donald-trump-jeb-bush-melts-like-butter/index.html,b91c7aad8a8d489f2ee546d5d9888eee,Trump: Bush 'melts like butter' when he attacks me,2016-02-08 14:04:45,cnn,696706577517051904,10000
1473,708332316154667008,711881270,Neutral,2016-03-11 00:00:00,"Rubio's campaign tells Ohio supporters to vote for Kasich: His goal is to stop Donald Trump, even if it means ... https://t.co/PUDXhJ1Jyd",http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/03/marco-rubio-ohio-kasich-220635,0763b2c72cc574d5b479d7863041a4a7,Rubio's campaign tells Ohio supporters to vote for Kasich,2016-03-11 16:39:25,politico,708332316154667008,10000
1534,697632802624241665,711881270,Positive,2016-02-11 00:00:00,Trump swaggers into South Carolina: The New York billionaire targets Jeb Bush at first rally since huge win in... https://t.co/gFUBheb72F,http://www.politico.com/story/2016/02/trump-south-carolina-219078,0268fb12aabf02ef7c8d50860d49af88,Trump swaggers into South Carolina,2016-02-10 18:30:29,politico,697632802624241665,10000
1545,714966738924740608,266876176,Neutral,2016-03-30 00:00:00,"Sarandon: 'Revolution' more likely with Trump: Susan Sarandon, a Bernie Sanders' surrog... https://t.co/ChrKF1hYDS https://t.co/pm97olizVH",http://www.cnn.com/2016/03/29/politics/susan-sarandon-donald-trump-hillary-clinton-bernie-sanders/index.html,fe364e94a22f42226f2d73ebe8b6f114,Susan Sarandon: Trump more likely to bring 'revolution' than Clinton,2016-03-29 21:02:46,cnn,714966738924740608,10000
1613,684951829013262336,24481831,Negative,2016-01-07 00:00:00,Jeb Bush on why Donald Trump is a jerk https://t.co/TvBLVwjBav,http://www.cnn.com/2016/01/06/politics/jeb-bush-donald-trump-jerk/index.html,c577365a48406956ee58ff846d3ff4c8,Jeb Bush on why Donald Trump is a jerk,2016-01-07 03:11:55,cnn,684951829013262336,10000
1633,710151567417061376,711881270,Neutral,2016-03-16 00:00:00,GOP Supreme Court blockade showing early cracks:  https://t.co/M8fHS7EvSe,http://www.politico.com/story/2016/03/kelly-ayotte-to-meet-merrick-garland-220868,685f6370ef79c6b379c10155eb9dd741,GOP Sen. Ayotte will meet Obama's Supreme Court pick,2016-03-16 17:14:20,politico,710151567417061376,10000
1635,710922116359725059,44603448,Neutral,2016-03-18 00:00:00,@HillaryClinton @johnpodesta Some advice for HRC on general campaign from @billscher @matt_latimer in @politico https://t.co/jIjD5l0S3S,http://www.politico.com/magazine/story/2016/03/donald-trump-hillary-clinton-2016-how-donald-trump-beats-hillary-clinton-213712,582a189ad9ed994be1446c9ffe032abf,How Trump Beats Hillary,2016-03-18 02:21:31,politico,710922116359725059,10000
1636,715135003110166528,17544215,Neutral,2016-03-30 00:00:00,Clinton confronts Trump in New York ad https://t.co/QRtOzBTRXY,http://www.cnn.com/2016/03/30/politics/hillary-clinton-donald-trump-ad-new-york/index.html,d671042fcb690878ad18ab8a4b2001f0,Hillary Clinton confronts Donald Trump in New York ad,2016-03-30 11:11:07,cnn,715135003110166528,10000
1638,724489574215376897,266876176,Neutral,2016-04-25 00:00:00,"Cruz, Kasich strategies align with goal of beating Trump: PROVIDENCE, R.I. (AP) — In an... https://t.co/ZU31EiSZTa https://t.co/pm97olizVH",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-04-25-US-Campaign-2016/id-7ab0194b17514fb09787e250160145bf,4d6f17b07167af6df14b596b12944bc1,"Cruz, Kasich strategies align with goal of beating Trump",2016-04-25 02:35:00,ap,724489574215376897,10000
1672,684835096134725634,17544215,Neutral,2016-01-06 00:00:00,Cruz dismisses Trump's 'political noise' over Canadian birth https://t.co/xdO1g5uoAW,http://www.cnn.com/2016/01/06/politics/ted-cruz-birthplace-donald-trump/index.html,17293348643d743d69d3bfcf60d30f7d,Ted Cruz dismisses Trump's 'political noise' over Canadian birth,2016-01-06 19:35:36,cnn,684835096134725634,10000
1680,694992925579673600,24481831,Neutral,2016-02-03 00:00:00,Ted Cruz says his children are 'better behaved' than Donald Trump https://t.co/gw9PPKXZdD,http://www.cnn.com/2016/02/03/politics/ted-cruz-donald-trump-ben-carson-denmark/index.html,11e6a8253fab62e045da2ed7627b7ef9,Cruz says his children are 'better behaved' than Trump,2016-02-03 20:48:07,cnn,694992925579673600,10000
1704,696228433559289857,17544215,Neutral,2016-02-07 00:00:00,5 takeaways from the Republican debate https://t.co/SL4tQMLpDd,http://www.cnn.com/2016/02/07/politics/republican-debate-takeaways/index.html,a3c071fa13dc3fd435fca037eff30e82,5 takeaways from the Republican debate,2016-02-07 05:35:30,cnn,696228433559289857,10000
1718,683326269140762624,17544215,Negative,2016-01-02 00:00:00,"Al-Shabaab recruit video with Trump excerpt: U.S. is racist, anti-Muslim https://t.co/318n5aU62C",http://www.cnn.com/2016/01/02/middleeast/al-shabaab-video-trump/index.html,72ea929867ddb8d0e5d057d6a0b663c8,Terrorists use Trump's 'Muslim ban' speech in recruitment video,2016-01-04 15:20:38,cnn,683326269140762624,10000
1734,710890023294337024,103576819,Neutral,2016-03-18 00:00:00,CNN: Opinion: How risky is Trump? https://t.co/u8uilsgrBa https://t.co/fEWGz0Nu0t,http://www.cnn.com/2016/03/18/opinions/should-gop-take-a-risk-on-trump-opinion-zelizer/index.html,96de7d724074a87c99b74759ae2fd8fe,Excruciating choice for GOP leaders: Take risk on Trump?,2016-03-18 13:01:40,cnn,710890023294337024,10000
1740,687020272122236928,24481831,Neutral,2016-01-12 00:00:00,Cruz: Trump is relying on Clinton supporters to attack me https://t.co/gWKQowe2Vv,http://www.cnn.com/2016/01/12/politics/ted-cruz-donald-trump-new-hampshire/index.html,eeecd6e9eb8f79ee5fcb501b54d21563,Cruz: Trump is relying on Clinton supporters to attack me,2016-01-12 20:48:42,cnn,687020272122236928,10000
1748,700050336346738688,103576819,Neutral,2016-02-17 00:00:00,Fox News: Trump towers: GOP primary leader hits polling high - FOX NEWS FIRST: Cruz falls under Trump pummelin...... https://t.co/l38u6kRXlo,http://www.foxnews.com/politics/2016/02/17/poll-trump-surges-over-gop-field-clinton-locked-in-virtual-tie.html,001137b1b41fb69bf4edf5a5c6ce74e2,TRUMP TOWERS GOP primary leader hits new polling high,2016-02-17 14:28:30,fox,700050336346738688,10000
1776,694731574063988736,17544215,Negative,2016-02-03 00:00:00,Trump on Cruz's presidential eligibility: 'They're going to sue his ass up' https://t.co/s0Z79wZhVP,http://www.cnn.com/2016/02/02/politics/donald-trump-ted-cruz-canadian-birth/index.html,543561b671965e46d5d8db2e9357b40e,Donald Trump on Ted Cruz: 'They're going to sue his ass up',2016-02-03 03:28:30,cnn,694731574063988736,10000
1784,703787121140600836,103576819,Positive,2016-02-28 00:00:00,"CNN: Clinton, Trump and 2 Corinthians https://t.co/bINBeDhwBE",http://www.cnn.com/2016/02/27/politics/clinton-and-trump-two-corinthians/index.html,6e8c19c15079405efa40fbfc232cb4c3,Clinton and Trump: A tale of two Corinthians,2016-02-28 02:20:21,cnn,703787121140600836,10000
1839,690614198850711554,24481831,Neutral,2016-01-22 00:00:00,Ben Carson's former campaign manager advising Donald Trump https://t.co/7wbdSMH1PL,http://www.cnn.com/2016/01/22/politics/ben-carson-donald-trump-former-campaign-manager/index.html,66ecb626ec6672a2ef00e5bddd90054d,Carson's former campaign manager advising Trump,2016-01-22 18:27:27,cnn,690614198850711554,10000
1843,692860831508226050,16672155,Neutral,2016-01-29 00:00:00,Donald Trump campaign silent on veterans' groups receiving fund https://t.co/hcamOna2GZ,http://www.cnn.com/2016/01/28/politics/donald-trump-veterans-organizations-donation-recipients/index.html,ad3f302bd118d16b8472c476b71e857d,Trump campaign silent on veterans' groups receiving funds,2016-01-28 23:31:23,cnn,692860831508226050,10000
1863,688103120698658816,17544215,Positive,2016-01-15 00:00:00,Ryan touts five point plan to boost GOP in 2016 https://t.co/maeSuZu6ae,http://www.cnn.com/2016/01/15/politics/ryan-plan-republican-nominee/index.html,7cdd4412ea9d0717ac6443b03b0494b0,Paul Ryan touts five point plan to boost GOP in 2016,2016-01-15 20:09:47,cnn,688103120698658816,10000
1877,712410716691533824,103576819,Neutral,2016-03-22 00:00:00,"Fox News: SHOWDOWN OUT WEST Trump, Clinton try to build leads in Western contests https://t.co/XjhCTkAiQF",http://www.foxnews.com/politics/2016/03/22/arizona-prize-in-western-primaries-as-trump-clinton-look-to-build-lead.html,a515ae5fdaced68f740f92deaba25a75,"SHOWDOWN OUT WEST Trump, Clinton try to build leads in Western contests",2016-03-22 23:28:20,fox,712410716691533824,10000
