,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
286,687709551127310337,216068678,Positive,2016-01-14 00:00:00,FoxNews: Republican leaders caught in crossfire of Haley-Trump feud: https://t.co/DQxnEsixAA,http://www.foxnews.com/politics/2016/01/14/republican-leaders-caught-in-crossfire-haley-trump-feud.html,100fbfca203674276b9614bb12a4c13f,Republican leaders caught in crossfire of Haley-Trump feud - FOX NEWS FIRST: Power pairings for FBN debate - GOP candidates take final shots before FBN debates,2016-01-14 18:23:55,fox,687709551127310337,00010
385,697515302444212224,216068678,Neutral,2016-02-10 00:00:00,washingtonpost: Ben Carson has been spending a ton of money for not a lot of votes https://t.co/70tu0JwOfP,https://www.washingtonpost.com/news/the-fix/wp/2016/02/10/ben-carson-has-been-spending-a-ton-of-money-for-not-a-lot-of-votes/,61a2a54d3fc42fc578558f415de0605a,Ben Carson has been spending a ton of money for not a lot of votes,2016-02-10 17:17:36,washpo,697515302444212224,00010
409,692473683626041345,216068678,Neutral,2016-01-27 00:00:00,politico: Jeb Bush bets $20 that Trump shows up to the Fox debate https://t.co/A6GUiLLNic | Getty https://t.co/Nj6sklRSE5,http://www.politico.com/story/2016/01/jeb-bush-donald-trump-fox-debate-218301,a881737b2cf084ff562848f3e4fe4f74,Jeb Bush bets $20 that Trump shows up to the Fox debate,2016-01-27 22:14:41,politico,692473683626041345,00010
437,689316283867918336,216068678,Neutral,2016-01-19 00:00:00,"politico: Ted Cruz on Trump's poll numbers: “Donald seems to be a little bit rattled,” https://t.co/eLtzuGOGWW | … https://t.co/HTrzKi2Sv7",http://www.politico.com/story/2016/01/ted-cruz-donald-trump-ronald-reagan-217944,f681ec4887e16c4eed3e4c9a67091125,Cruz mocks Trump for donations to Democrats,2016-01-18 22:05:42,politico,689316283867918336,00010
439,692125250880946177,216068678,Neutral,2016-01-26 00:00:00,politico: Hillary Clinton thinks Obama on the Supreme Court is a 'great idea' https://t.co/1Q8OR5y4e2 | AP Photo https://t.co/APfyK8v3lq,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,fd94851253fae0555b563f644cad263b,Hillary Clinton thinks Obama on the Supreme Court is a 'great idea',2016-01-26 23:14:34,politico,692125250880946177,00010
461,687678056278933504,216068678,Neutral,2016-01-14 00:00:00,politico: 5 things to watch in tonight’s GOP debate https://t.co/KRHTGG8HcP | AP Photo https://t.co/Y98RuuFgkr,http://www.politico.com/story/2016/01/republican-debate-charleston-2016-217732,a0c7aa5971ce487cbc91b3f89554c6e2,5 things to watch in tonight’s GOP debate,2016-01-14 10:15:04,politico,687678056278933504,00010
514,684696426375438336,216068678,Neutral,2016-01-06 00:00:00,politico: Donald Trump's low-energy campaign https://t.co/VK6zGcLTlN | AP Photo https://t.co/mw7rh4NsZx,http://www.politico.com/story/2016/01/donald-trump-campaign-energy-217386,2534b79f8f124bcaee0ac89d5a127f11,Donald Trump's low-energy campaign,2016-01-06 10:16:24,politico,684696426375438336,00010
572,692096249860857856,216068678,Neutral,2016-01-26 00:00:00,politico: Fox News trolls Trump with bizarre statement https://t.co/KnFUkhfwhx | Getty https://t.co/MMDct5hvGJ,http://www.politico.com/story/2016/01/donald-trump-megyn-kelly-fox-news-debate-218250,8755179a7885bc0c461c416f72314c69,Fox News trolls Trump with bizarre statement,2016-01-26 21:22:49,politico,692096249860857856,00010
575,692378342738255872,216068678,Neutral,2016-01-27 00:00:00,politico: Poll: Majority of Republicans view Trump as least religious candidate https://t.co/QRvOSvevvR | AP photo https://t.co/Ucy9ObTbmk,http://www.politico.com/story/2016/01/poll-trump-religious-candidate-218237,bb2b452da0afb458fa5dc52df78c5207,Poll: Majority of Republicans view Trump as least religious candidate,2016-01-27 15:01:04,politico,692378342738255872,00010
634,689955600357285889,216068678,Neutral,2016-01-20 00:00:00,politico: Lindsey Graham tries to give JebBush a boost in N.H. https://t.co/4ptyG0Iflw | AP Photo https://t.co/XNzgakEoBh,http://www.politico.com/story/2016/01/lindsey-graham-jeb-bush-218035,86e9e4b3f8913c32b20d530a495fc17d,Lindsey Graham tries to give Bush a boost in N.H.,2016-01-20 22:17:25,politico,689955600357285889,00010
671,693065417657618436,216068678,Neutral,2016-01-29 00:00:00,"politico: 15 years ago, TuckerCarlson said something about Trump's hair. realDonaldTrump responded with a vulgar m… https://t.co/l6N88ssvNr",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,693065417657618436,00010
689,690764468255617024,216068678,Positive,2016-01-23 00:00:00,"FoxNews: Fox News Poll: Trump, Cruz top GOP race, few have 'birther' concerns https://t.co/PS0fBDwGcE https://t.co/1hZLbRC5pX",http://www.foxnews.com/politics/2016/01/22/fox-news-poll-trump-cruz-top-gop-race-few-have-birther-concerns.html,2c835e14c004410bb0cbb7e641d32f2f,"FOX NEWS POLL  Trump, Cruz top GOP race, few have 'birther' concerns",2016-01-22 23:34:33,fox,690764468255617024,00010
714,690855248475340800,216068678,Neutral,2016-01-23 00:00:00,"washingtonpost: Donald Trump just dragged Jeb Bush’s ""mommy"" into their fight https://t.co/6ssu7ohZGq",https://www.washingtonpost.com/news/post-politics/wp/2016/01/23/donald-trump-just-dragged-jeb-bushs-mommy-into-their-fight/,bc4be52c72b4a380e3c7314ccd472b77,Donald Trump just dragged Jeb Bush's 'mommy' into their fight,2016-01-23 05:30:54,washpo,690855248475340800,00010
717,695038900172144640,216068678,Neutral,2016-02-04 00:00:00,washingtonpost: Ben Carson: Evangelicals should think twice about Ted Cruz https://t.co/6NITn0kEkv,https://www.washingtonpost.com/news/post-politics/wp/2016/02/03/ben-carson-evangelicals-should-think-twice-about-ted-cruz/,bd0b003544d51dc13a78b63902ac9d33,Ben Carson: Evangelicals should think twice about Ted Cruz,2016-02-03 22:06:18,washpo,695038900172144640,00010
738,684543388578922496,216068678,Neutral,2016-01-06 00:00:00,politico: Donald Trump's free media bonanza https://t.co/CMR9DJr0wp | Getty https://t.co/VoBEu5Y0wi,http://www.politico.com/story/2016/01/donald-trump-free-tv-ad-217387,6e0065cbbcb35cd6bc835bb529fa071e,Donald Trump's free media bonanza,2016-01-06 00:59:41,politico,684543388578922496,00010
740,690448603677134848,216068678,Neutral,2016-01-22 00:00:00,politico: GOP party elders aren't rallying for Rubio https://t.co/sXBThTOi5P | AP Photo https://t.co/ccTUihao4G,http://www.politico.com/story/2016/01/marco-rubio-endorsements-congress-217982,103fb65ad82b27029b2a48aed5eb9845,GOP party elders aren't rallying for Rubio,2016-01-21 10:12:07,politico,690448603677134848,00010
741,691986251499622400,1424071273,Neutral,2016-01-26 00:00:00,"@maddow @KatrinaNation @hardball This shill article brought to you by the Clinton Presidential Campaign....smh
https://t.co/l1Pv7ubt2W",http://www.politico.com/magazine/story/2016/01/bernie-sanders-hillary-clinton-2016-213560,5e53cdf740095d115eb75f2d13deedf2,I Get Sanders’ Appeal. But He’s Not a Credible President.,2016-01-25 10:19:59,politico,691986251499622400,00010
875,690262686404382721,216068678,Neutral,2016-01-21 00:00:00,politico: Ted Cruz reveals he doesn't have health insurance https://t.co/oousDhUDjI | Getty https://t.co/EsXlDeoYZq,http://www.politico.com/story/2016/01/ted-cruz-no-health-insurance-218070,4f8a5ce0c6e65d6bef78eb5490886559,Cruz reveals he doesn't have health insurance,2016-01-21 19:50:39,politico,690262686404382721,00010
1120,689876052034916352,216068678,Negative,2016-01-20 00:00:00,politico: Clinton campaign accuses GOP of 'coordinated leak' in email scandal https://t.co/EDBsc3GFyM | AP photo https://t.co/xvpc9sarI2,http://www.politico.com/story/2016/01/hillary-clinton-gop-email-leaks-218008,73d74f17c5a5a05fec2de268c4cfa54c,Clinton campaign accuses GOP of 'coordinated leak' in email scandal,2016-01-20 14:43:50,politico,689876052034916352,00010
1193,692914316723556356,216068678,Neutral,2016-01-29 00:00:00,"politico: RT blakehounshell: Marco Rubio is still using the “president … of Sweden” line! BUSTED, Marco: https://t.co/v5xhBDVlPD",http://www.politico.com/story/2016/01/marco-rubio-bernie-sanders-sweden-norway-218199,43d96088964e870c02436c1e49f1efaf,Marco Rubio's Scandinavian blooper reel,2016-01-25 23:19:51,politico,692914316723556356,00010
1235,689622115293728768,216068678,Positive,2016-01-20 00:00:00,politico: Chris Christie signals support for Ted Cruz's immigration strategy https://t.co/tFUJXdBAVZ | AP Photo https://t.co/ZnhsoX66jI,http://www.politico.com/story/2016/01/chris-christie-ted-cruz-immigration-217996,c9c0731ce41247e3503c6bb74c349b4d,Chris Christie signals support for Ted Cruz's immigration strategy,2016-01-20 00:38:26,politico,689622115293728768,00010
1247,705581875495100416,216068678,Positive,2016-03-04 00:00:00,nytpolitics: Join us for real-time analysis from the eleventh #GOPDebate https://t.co/owLZ1h5Cs7 https://t.co/WQFKb2fwWe,http://www.nytimes.com/live/republican-debate-in-detroit-2016/,9cc2519750a8c109f53560cefa29449d,Debate Caps Off G.O.P.’s Day of Tumult,2016-03-04 00:55:52,nyt,705581875495100416,00010
1309,690150618523176961,216068678,Positive,2016-01-21 00:00:00,"FoxNews: RT foxnewspolitics: Will Trump, Cruz battle alienate their mutual supporters?  https://t.co/FiO8ZsZW75 v… https://t.co/E4Noz0Xnin",http://www.foxnews.com/politics/2016/01/20/will-trump-cruz-battle-alienate-their-mutual-supporters.html,68a8271fd9ecf8a367601d4ae61917a0,"FRIENDLY FIRE? Trump, Cruz take off gloves over most conservative voters",2016-01-20 22:03:03,fox,690150618523176961,00010
1357,709461505083834369,216068678,Negative,2016-03-14 00:00:00,washingtonpost: Republicans have a choice between bad and awful when it comes to Donald Trump https://t.co/oDgpmQy8HZ,https://www.washingtonpost.com/news/the-fix/wp/2016/03/14/republicans-have-a-choice-between-bad-and-awful-when-it-comes-to-donald-trump/,33fee022b17d784e729d2f919d5156ba,Republicans have a choice between bad and awful when it comes to Donald Trump,2016-03-14 18:36:57,washpo,709461505083834369,00010
1397,693472945650429952,216068678,Neutral,2016-01-30 00:00:00,"politico: 15 years ago, TuckerCarlson said something about Trump's hair. realDonaldTrump responded with a vulgar m… https://t.co/Hc7m92eXgj",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,693472945650429952,00010
1459,693654191856861184,216068678,Neutral,2016-01-31 00:00:00,politico: Bernie Sanders might have an electability problem https://t.co/K9bnCxv5nm | AP Photo https://t.co/RoEncu3Q2W,http://www.politico.com/story/2016/01/bernie-sanders-might-have-an-electability-problem-218432,0686718095b0b5027f563953f944351a,Bernie Sanders might have an electability problem,2016-01-29 23:42:39,politico,693654191856861184,00010
1585,712511536393232384,441660597,Positive,2016-03-23 00:00:00,CNN:  Club for Growth endorses Ted Cruz https://t.co/sFheh8oGBp #Democrats #Dems #Obama #TopProg #p2 #Liberal #Obama2012 #Change,http://www.cnn.com/2016/03/23/politics/club-for-growth-endorses-ted-cruz/index.html,2e12e607c74cc0fc9c819c7772538cbd,Anti-tax group endorses Cruz,2016-03-23 06:06:23,cnn,712511536393232384,00010
1644,684762010991620098,216068678,Negative,2016-01-06 00:00:00,politico: Trump fumes as Cruz steals wall mojo https://t.co/GQueLYWysj | Getty https://t.co/6v5HSahEk9,http://www.politico.com/story/2016/01/ted-cruz-donald-trump-border-wall-mexico-217372,abf324397a56e010a90f29d9534720da,Trump fumes as Cruz steals wall mojo,2016-01-06 10:18:23,politico,684762010991620098,00010
1647,687849454179880960,216068678,Neutral,2016-01-15 00:00:00,politico: RT sbg1: The 9 biggest moments of the GOP debate so far https://t.co/7OxzfFajg8,http://www.politico.com/story/2016/01/the-5-biggest-moments-of-the-gop-debate-217773,83b7a2624a584dfd785144d281a2476c,The 7 biggest moments of the GOP debate so far,2016-01-15 02:57:02,politico,687849454179880960,00010
1712,712528433490882560,216068678,Positive,2016-03-23 00:00:00,washingtonpost: This is the only type of climate change Donald Trump believes in https://t.co/uD0BG7rvhD,https://www.washingtonpost.com/news/energy-environment/wp/2016/03/22/this-is-the-only-type-of-climate-change-donald-trump-believes-in/,343c2c2f53d1e7dd48f80e555c5ea313,This is the only type of climate change Donald Trump believes in,2016-03-22 18:14:44,washpo,712528433490882560,00010
1719,688946687650435072,216068678,Neutral,2016-01-18 00:00:00,politico: Here's who spoke the most tonight at the #DemDebate: https://t.co/dVZtC3qGl7 https://t.co/Nn2QYL0dvj,http://www.politico.com/blogs/live-from-charleston-sc/2016/01/democratic-debate-speaking-times-217907,a3a87643201ade9cc428e811455d3125,Who spoke the most tonight?,2016-01-18 01:41:49,politico,688946687650435072,00010
1795,686498634087686144,216068678,Neutral,2016-01-11 00:00:00,"politico: Trump: Reagan switched positions, too https://t.co/va3YWSp0qw | AP Photo https://t.co/mAeRIQ5syb",http://www.politico.com/story/2016/01/donald-trump-ronald-reagan-217545,cbe3daec31068fa24795e3c1015a6985,"Trump: Reagan switched positions, too",2016-01-10 14:01:29,politico,686498634087686144,00010
1820,693129607764152320,216068678,Negative,2016-01-29 00:00:00,"politico: RT politicoalex: NEW: Branstad pans Cruz debate performance - and pours oil on the fire: ""I think he obv… https://t.co/Y9GO2wyLMG",http://www.politico.com/story/2016/01/terry-branstad-ted-cruz-iowa-218412,fe0dfb6803032fff7db31b6fc5e5149e,Branstad: Cruz prospects dimming in Iowa,2016-01-29 17:42:44,politico,693129607764152320,00010
1844,692425589559574528,441660597,Neutral,2016-01-27 00:00:00,CNN:  Carson: Uneducated voters a 'threat' https://t.co/t2DPPNxuxk #Democrats #Dems #Obama #TopProg #p2 #Liberal #Obama2012 #Change,http://www.cnn.com/2016/01/27/politics/ben-carson-uneducated-voters-threat/index.html,5826199f74a1f43a2f58c5a3188409d7,Carson: Uneducated voters a 'threat',2016-01-27 18:58:00,cnn,692425589559574528,00010
1849,696671862366085120,441660597,Neutral,2016-02-08 00:00:00,CNN:  Trump: Rubio 'may have lost some momentum' https://t.co/1O2VWcdRNv #Democrats #Dems #Obama #TopProg #p2 #Liberal #Obama2012 #Change,http://www.cnn.com/2016/02/08/politics/trump-rubio-momentum-interview/index.html,e4add14b5cd1ce184b78194079937958,Trump: Rubio 'may have lost some momentum',2016-02-08 11:38:10,cnn,696671862366085120,00010
1873,703151689566593025,216068678,Positive,2016-02-26 00:00:00,washingtonpost: Donald Trump’s bigotry has inspired Muslim American voters like no candidate before https://t.co/Hb0CaTOS4H by PetulaD,https://www.washingtonpost.com/local/donald-trumps-bigotry-has-inspired-muslim-american-voters-like-no-candidate-before/2016/02/25/c35c879e-dbce-11e5-925f-1d10062cc82d_story.html,1468c2d091cb29589cb906a46c9f441c,Donald Trump’s bigotry has inspired Muslim American voters like no candidate before,2016-02-25 19:03:46,washpo,703151689566593025,00010
1887,686187487761448960,216068678,Neutral,2016-01-10 00:00:00,"politico: Trump: Reagan switched positions, too https://t.co/6jbkGVwn0L | AP Photo https://t.co/G49RlvOZwc",http://www.politico.com/story/2016/01/donald-trump-ronald-reagan-217545,cbe3daec31068fa24795e3c1015a6985,"Trump: Reagan switched positions, too",2016-01-10 14:01:29,politico,686187487761448960,00010
1919,687236201569513472,216068678,Neutral,2016-01-13 00:00:00,politico: Republicans warn Bush team against harming Rubio https://t.co/T6V141vPEG | AP Photo https://t.co/LTQZLAcJBo,http://www.politico.com/story/2016/01/republicans-warn-bush-team-against-harming-rubio-217651,a442bea805039da56ce2d47f686a7289,Republicans warn Bush team against harming Rubio,2016-01-13 10:10:34,politico,687236201569513472,00010
1939,712859512491925504,216068678,Positive,2016-03-24 00:00:00,washingtonpost: Don’t forget Paul Ryan said he would support Donald Trump as the GOP nominee https://t.co/2NM6aEAHPL,https://www.washingtonpost.com/news/the-fix/wp/2016/03/23/the-major-caveat-that-every-media-report-about-paul-ryan-and-donald-trump-needs-to-include/,0c0831219b15b25594d9a6e8b41f2db5,The major caveat that every media report about Paul Ryan and Donald Trump needs to include,2016-03-23 19:55:59,washpo,712859512491925504,00010
1981,691639118137290753,216068678,Neutral,2016-01-25 00:00:00,politico: RT michaelkruse: ICYMI: I went to Miami and Iowa to report this piece on MarcoRubio and his religion. https://t.co/SyFfLxKG56,http://www.politico.com/magazine/story/2016/01/marco-rubios-crisis-of-faith-213553,9604f2156914c1cc3497a7a10671daf4,Marco Rubio’s Crisis of Faith,2016-01-22 10:20:54,politico,691639118137290753,00010
2022,711988823807369216,216068678,Negative,2016-03-21 00:00:00,"washingtonpost: Elizabeth Warren: ""Loser"" Donald Trump is a ‘serious threat’ in 2016 https://t.co/Vxbg6EdiJG",https://www.washingtonpost.com/news/powerpost/wp/2016/03/21/elizabeth-warren-loser-donald-trump-is-a-serious-threat-in-2016/,d6092be0e64814eb0955a5b2a17a507d,Elizabeth Warren: 'Loser' Donald Trump is a 'serious threat' in 2016,2016-03-21 19:04:41,washpo,711988823807369216,00010
2065,683238806070280192,46711635,Negative,2016-01-02 00:00:00,"Al-Shabaab recruit video with Trump excerpt: U.S. is racist, anti-Muslim #DumpTrump! #WeAreAllMuslim! https://t.co/VTZK0sVmKh",http://www.cnn.com/2016/01/02/middleeast/al-shabaab-video-trump/index.html,72ea929867ddb8d0e5d057d6a0b663c8,Terrorists use Trump's 'Muslim ban' speech in recruitment video,2016-01-04 15:20:38,cnn,683238806070280192,00010
2095,722477065438629889,216068678,Neutral,2016-04-19 00:00:00,"FoxNews: BIG PRIMARIES, BIG MOVES: #Trump reportedly shuffles key campaign staff |https://t.co/XIhVBKADbM https://t.co/656h6KuO5g",http://www.foxnews.com/politics/2016/04/19/trump-reportedly-shakes-up-campaign-ahead-big-primaries.html,b8979c445d17b26344925aced11b4262,"BIG PRIMARIES, BIG MOVES: Trump reportedly shuffles key campaign staff",2016-04-19 18:10:29,fox,722477065438629889,00010
2122,685465273869185024,216068678,Neutral,2016-01-08 00:00:00,politico: GOP weighs plan to further gut filibuster https://t.co/lAdlxXTJHV | AP Photo https://t.co/WitglIUYge,http://www.politico.com/story/2016/01/gop-filibuster-plan-217473,3fb73a579c4c5a5555bb609a52de164f,GOP weighs plan to further gut filibuster,2016-01-08 10:15:18,politico,685465273869185024,00010
2207,708366080625012736,216068678,Neutral,2016-03-11 00:00:00,"washingtonpost: Marco Rubio’s campaign just slid into full ""Stop Trump"" mode https://t.co/wytdO6cqLq",https://www.washingtonpost.com/news/the-fix/wp/2016/03/11/why-marco-rubios-campaign-just-endorsed-john-kasich-but-only-in-ohio/,2f5fce1175df38ef4a2d394501ab6f0b,Why Marco Rubio's campaign just endorsed John Kasich (but only in Ohio),2016-03-11 17:59:50,washpo,708366080625012736,00010
2255,691764832605999105,216068678,Negative,2016-01-25 00:00:00,politico: .MarcoRubio ditches his dreary message https://t.co/XOBIxdFBcp | AP Photo https://t.co/laEIkeH2K4,http://www.politico.com/story/2016/01/marco-rubio-gloom-doom-218198,6de44b1dbbc703f7464ff22d64e79341,Marco Rubio ditches his dreary message,2016-01-25 22:18:40,politico,691764832605999105,00010
2257,692261214760603648,216068678,Neutral,2016-01-27 00:00:00,politico: Hillary the dove https://t.co/SrnwMaqPdn | Getty https://t.co/HsmdHXZdLH,http://www.politico.com/story/2016/01/hillary-clinton-peacemaker-dovish-position-218263,a68f3f8413b5984224f5776a92305231,Hillary the dove,2016-01-27 02:06:54,politico,692261214760603648,00010
2297,712394560148742144,216068678,Negative,2016-03-22 00:00:00,"washingtonpost: Why security experts called Donald Trump’s response to the Belgium attacks ""preposterous"" https://t.co/12af5dK4yi",https://www.washingtonpost.com/news/post-nation/wp/2016/03/22/why-security-experts-called-donald-trumps-response-to-the-belgium-attacks-preposterous/,41b7848d66a83a5e373b80e9ca5fca93,Why security experts called Donald Trump's response to the Belgium attacks 'preposterous',2016-03-22 22:05:47,washpo,712394560148742144,00010
2385,685957138955538433,216068678,Neutral,2016-01-09 00:00:00,politico: Rand Paul calls for eliminating undercard debate https://t.co/vufX9yYCRO | Getty https://t.co/RvzOaZGj8c,http://www.politico.com/story/2016/01/rand-paul-undercard-debate-217523,d548da5b9fd5afc183a89336afc6d311,Rand Paul calls for eliminating undercard debate,2016-01-08 23:26:02,politico,685957138955538433,00010
2437,685287901828149248,216068678,Neutral,2016-01-08 00:00:00,"politico: Trump on Rubio's boots: 'I don't know, they're big heels' https://t.co/2tHZW61x04 | AP Photo https://t.co/o3infPjROh",http://www.politico.com/story/2016/01/marco-rubio-bootgate-217460,b5f5c9b6ab94f21c54a9bf63292601da,Rubio mocks media coverage of his boots: 'This is craziness',2016-01-07 19:06:24,politico,685287901828149248,00010
2440,689512984868175872,216068678,Neutral,2016-01-19 00:00:00,politico: RT DanielStrauss4: That time Rand Paul sent Chris Christie flowers https://t.co/HNIJcBiH30,http://www.politico.com/story/2016/01/chris-christie-port-authority-andrew-cuomo-217965,444bdf36d0269a51e79fbb12c4be0b20,"Report: Christie asked Gov. Cuomo to tell Port Authority executive director to ""f--k off""",2016-01-19 17:31:55,politico,689512984868175872,00010
2445,692523642626904064,216068678,Neutral,2016-01-28 00:00:00,"politico: Senate GOP grieves over Trump, Cruz as nominee https://t.co/c5ACnquCaH | Getty https://t.co/hRzRLPXEsX",http://www.politico.com/story/2016/01/senate-republicans-cruz-trump-218300,4084730ed03407425f6894ed257dc00c,"Senate GOP grieves over Trump, Cruz as nominee",2016-01-28 00:48:29,politico,692523642626904064,00010
2447,692428442034442240,216068678,Neutral,2016-01-27 00:00:00,politico: RT blakehounshell: The RNC says there will be no empty lectern for Trump at Thursday’s Fox News debate https://t.co/6n7w4vl81t,http://www.politico.com/story/2016/01/gop-debate-no-empty-lecturn-trump-218291,fc98620f230c970195ec2aeb4656b286,RNC: No empty lectern at Fox News debate,2016-01-27 19:09:34,politico,692428442034442240,00010
2611,692138329060556800,48310959,Neutral,2016-01-27 00:00:00,"The numbers don't lie-Is Hillary Clinton More Electable Than Bernie Sanders? #HillNo!
@BernieSanders  #FeelTheBern  https://t.co/m7ycYPO9e0",http://www.huffingtonpost.com/jerome-karabel/hillary-clinton-bernie-sanders-electability_b_9077520.html,6d837c8ab31c25a97b3205c92d38c054,Is Hillary Clinton More Electable Than Bernie Sanders?,2016-01-26 23:23:53,huffpo,692138329060556800,00010
2628,715143391932186624,216068678,Neutral,2016-03-30 00:00:00,FoxNews: Trump Rescinds Pledge to Back Republican Nominee https://t.co/Pb9HtExuDK https://t.co/dlDXTyNzCm,http://www.foxnews.com/politics/2016/03/30/trump-rescinds-pledge-to-back-republican-nominee-cruz-kasich-refuse-to-commit-support.html,f3eb0973b6cc7cd4a37d3085c04faf20,"GOP FREE-FOR-ALL Trump, Cruz and Kasich won't commit to nominee",2016-03-30 09:07:23,fox,715143391932186624,00010
2729,700379971878064129,441660597,Neutral,2016-02-18 00:00:00,CNN:  Pope suggests Trump not 'Christian' https://t.co/CV767VgEfQ #Democrats #Dems #Obama #TopProg #p2 #Liberal #Obama2012 #Change,http://www.cnn.com/2016/02/18/politics/pope-francis-trump-christian-wall/index.html,c0134dd68635c94e3367832805aea3be,Pope Francis on Trump: Building walls 'is not Christian',2016-02-18 17:03:40,cnn,700379971878064129,00010
2785,684402717998084097,216068678,Neutral,2016-01-05 00:00:00,politico: Donald Trump dominates first national poll of 2016 https://t.co/aXXXVoNDaF | AP Photo https://t.co/RAACjgG9uh,http://www.politico.com/story/2016/01/trump-leads-poll-2016-217349,5dded9574b8a88d102b06397490034fb,Donald Trump dominates first national poll of 2016,2016-01-05 11:23:18,politico,684402717998084097,00010
