,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
254,685923388141879296,15195038,Neutral,2016-01-09 00:00:00,"#TheNewsClub Clinton campaign ad targets Trump, Cruz on foreign policy https://t.co/XL9QutGVqB #Foxnews #i https://t.co/kaL1Z4xNxt",http://www.politico.com/story/2016/01/new-clinton-ad-217538,fae291e67575a189cb4c3f1bff7677db,"Clinton campaign ad targets Trump, Cruz on foreign policy",2016-01-09 20:33:27,politico,685923388141879296,00100
268,703076801996824576,17728732,Neutral,2016-02-26 00:00:00,Republican debate: Reality Check https://t.co/sy27jDEmoh via cnnbrk CNN #news,http://www.cnn.com/2016/02/25/politics/republican-debate-fact-check/index.html,a9643ae31364c591f21981b70075cebf,Fact checking the GOP debate,2016-02-26 03:35:26,cnn,703076801996824576,00100
284,688606894567591936,17728732,Positive,2016-01-17 00:00:00,AN EXTRA PUSH  GOP candidates pitch for Tea Party support in SC https://t.co/kItGpI9bdj via FoxNews #news #breaking,http://www.foxnews.com/politics/2016/01/17/at-tea-party-rally-in-south-carolina-top-gop-candidates-make-pitch-for-support.html,9c8264a1245ca2195f04bf386f3eb7d1,AN EXTRA PUSH  GOP candidates pitch for Tea Party support in SC,2016-01-17 05:40:29,fox,688606894567591936,00100
373,684059025160290304,15195038,Neutral,2016-01-04 00:00:00,#TheNewsClub Bill Clinton: GOP candidates 'kind of scary' https://t.co/aXlmTj47cN #Foxnews #i https://t.co/bY0p44INEe,http://www.politico.com/story/2016/01/bill-clinton-gop-scary-217324,6e4d174aafd2a1c8035e8ef239705910,Bill Clinton: GOP candidates 'kind of scary',2016-01-04 17:02:41,politico,684059025160290304,00100
387,703778438805479424,15195038,Negative,2016-02-28 00:00:00,#TheNewsClub Former CIA director: Armed forces would ignore Trump https://t.co/QPSA03KybI #Foxnews #i https://t.co/TGFP0uL4HT,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/cia-director-armed-forces-ignore-trump-219918,8b4d0c06e48f36f9e487a7fc21607ae0,Former CIA director: Armed forces would ignore Trump,2016-02-28 02:48:00,politico,703778438805479424,00100
408,690719961648611329,17728732,Neutral,2016-01-23 00:00:00,Trump holds 14-point lead in latest poll https://t.co/SGWwlgnxsr via cnnbrk CNN #news,http://www.cnn.com/2016/01/22/politics/donald-trump-ted-cruz-fox-news-poll/index.html,4942e46965db229399a3323da5567630,Donald Trump holds 14-point lead over Ted Cruz in latest Fox News poll,2016-01-23 01:13:07,cnn,690719961648611329,00100
424,710067590362570753,3484664416,Positive,2016-03-16 00:00:00,GOP establishment can't stop Trump's dominance: On the eve of the first Super Tuesday earlier this ... https://t.co/r1vtQKGQ2n #UberTalks,http://www.cnn.com/2016/03/16/politics/primary-results-republican-party/index.html,f90df3d1c27d4523e636cc15c963755b,Donald Trump's dominance -- and the late Republican effort to stop it,2016-03-16 10:47:01,cnn,710067590362570753,00100
430,714965598032146432,25945980,Neutral,2016-03-30 00:00:00,Donald Trump and Ted Cruz to battle at town hall:  https://t.co/rfPBdfm0Jk,http://www.cnn.com/2016/03/29/politics/republican-town-hall-highlights/index.html,da97b67b85667d0133cd93067f9c59f2,Trump and Cruz to battle at town hall,2016-03-29 21:40:02,cnn,714965598032146432,00100
438,687720235370151937,587782307,Positive,2016-01-14 00:00:00,Republican leaders caught in crossfire of Haley-Trump feud | Fox News | https://t.co/qrs3WWbcNu  Haley is a Estab wench!,http://www.foxnews.com/politics/2016/01/14/republican-leaders-caught-in-crossfire-haley-trump-feud.html,100fbfca203674276b9614bb12a4c13f,Republican leaders caught in crossfire of Haley-Trump feud - FOX NEWS FIRST: Power pairings for FBN debate - GOP candidates take final shots before FBN debates,2016-01-14 18:23:55,fox,687720235370151937,00100
464,689935983937073152,345517008,Neutral,2016-01-20 00:00:00,"FRIENDLY FIRE? Trump, Cruz take off gloves over most conservative voters https://t.co/FDxJRGsBjD",http://www.foxnews.com/politics/2016/01/20/will-trump-cruz-battle-alienate-their-mutual-supporters.html,68a8271fd9ecf8a367601d4ae61917a0,"FRIENDLY FIRE? Trump, Cruz take off gloves over most conservative voters",2016-01-20 22:03:03,fox,689935983937073152,00100
466,691218277322756096,15195038,Neutral,2016-01-24 00:00:00,#TheNewsClub Chuck Grassley introduces Donald Trump at Iowa rally https://t.co/QXFjokZ7ct #Foxnews #i https://t.co/4Iuix0cFht,http://www.politico.com/story/2016/01/chuck-grassley-introduces-donald-trump-at-iowa-rally-218147,70ef4531cb205efc263abb310455276c,Chuck Grassley introduces Donald Trump at Iowa rally,2016-01-23 21:04:21,politico,691218277322756096,00100
484,684602410820472833,25945980,Negative,2016-01-06 00:00:00,Trump reprimanded supporters?: Donald Trump feigned outrage Tuesday after an attendee at one of his rallies sh... https://t.co/533e8qnJuh,http://www.cnn.com/2016/01/05/politics/donald-trump-guns-new-hampshire/index.html,708192c309209714d9a3e7358afae039,Trump jokingly reprimands supporters in New Hampshire,2016-01-06 03:04:08,cnn,684602410820472833,00100
506,712026707461451776,345517008,Neutral,2016-03-21 00:00:00,TRUMP HURDLE? Montana GOP officials fight to 'close' primary https://t.co/yTX0VGhdBQ,http://www.foxnews.com/politics/2016/03/21/montana-gop-officials-fight-to-close-primary-in-complication-for-trump.html,6ddf29bcd5d9e7ba0c65a75d5fc265f4,TRUMP HURDLE? Montana GOP officials  fight to 'close' primary,2016-03-21 22:03:05,fox,712026707461451776,00100
554,702690579105206272,25945980,Positive,2016-02-25 00:00:00,Jeb Bush to supporters: Thank you:  https://t.co/63aartuEyy,http://www.cnn.com/2016/02/24/politics/jeb-bush-supporters-phone-call/index.html,d13328f13e56d2a81500e6f61952db13,Jeb Bush to supporters: Thank you,2016-02-25 02:20:45,cnn,702690579105206272,00100
568,686699897660149761,15195038,Neutral,2016-01-12 00:00:00,"#TheNewsClub Rep. Brady says he'll back the GOP nominee, even if it's Trump https://t.co/bhIQNiMYVS #Foxnews #i https://t.co/9ffFgzwGeg",http://www.politico.com/story/2016/01/kevin-brady-donald-trump-217593,045fba4d80b6dea6c91b38c845ab7c3a,"Rep. Brady says he'll back the GOP nominee, even if it's Trump",2016-01-12 00:00:02,politico,686699897660149761,00100
620,711928122162044928,3484664416,Negative,2016-03-21 00:00:00,"Opinion: Why hate Hillary Clinton?: Jay Parini: She has high negatives from her career, but is ther... https://t.co/5yvo8M80cw #UberTalks",http://www.cnn.com/2016/03/20/opinions/why-the-hate-for-hillary-clinton-opinion-parini/index.html,aae8e76d1007b4b1b21c8d64ca82ad1e,Why the hate for Hillary Clinton? (Opinion),2016-03-20 22:48:59,cnn,711928122162044928,00100
635,692393941526642688,15195038,Positive,2016-01-27 00:00:00,#TheNewsClub Pro-Trump super PAC hits Iowa with new radio ad https://t.co/T3SIrT2pmn #Foxnews #i https://t.co/7OubjeXciS,http://www.politico.com/story/2016/01/trump-super-pac-iowa-ads-218283,7ad2d1cb8fb6c548f47fd9e6096c7cb6,Pro-Trump super PAC hits Iowa with new radio ad,2016-01-27 17:02:53,politico,692393941526642688,00100
650,706189070162989056,3484664416,Positive,2016-03-05 00:00:00,"Clinton, Trump seek to widen leads on Super Saturday:  https://t.co/vsbgr2npGq #UberTalks",http://www.cnn.com/2016/03/05/politics/kansas-kentucky-louisiana-maine-nebraska-highlights/index.html,608bd4280f37b637eac902bc569d1ded,"Clinton, Trump seek more wins on Super Saturday",2016-03-05 17:22:14,cnn,706189070162989056,00100
652,710010880407298048,25945980,Positive,2016-03-16 00:00:00,5 takeaways from Super Tuesday: Front-runners Hillary Clinton and Donald Trump dominated one of the biggest da... https://t.co/LQaXrYgPqd,http://www.cnn.com/2016/03/16/politics/primary-election-2016-takeaways/index.html,1b716ffd732739db2cc50d2f6f0c52e5,Primary election results: 5 takeaways from Super Tuesday 3,2016-03-16 06:01:35,cnn,710010880407298048,00100
669,689797842248929281,15195038,Positive,2016-01-20 00:00:00,"#TheNewsClub As Donald Trump’s Strength Grows, So Do Fears Within GOP… https://t.co/lyiHX0NFIM #RedState #Trump2016 https://t.co/WvnGW4WZ2p",http://blogs.wsj.com/washwire/2016/01/20/fears-of-donald-trump-presidency-along-with-his-strength-grow-within-gop/,58e170e3f8f5d2f9a7fe5a65c1708bc1,"As Donald Trump’s Strength Grows, So Do Fears Within GOP of Trump Presidency",2016-01-20 12:00:27,wsj,689797842248929281,00100
676,704473267973677057,15195038,Positive,2016-03-01 00:00:00,#TheNewsClub Trump closes in on Super Tuesday romp https://t.co/l3yzMGVAkq #Foxnews #i https://t.co/HkWTTL6W7k,http://www.politico.com/story/2016/02/donald-trump-super-tuesday-220008,414c1bd456dac776927338fa9d9e568e,Trump closes in on Super Tuesday romp,2016-03-01 01:02:35,politico,704473267973677057,00100
677,704473267973677057,15195038,Positive,2016-03-01 00:00:00,#TheNewsClub Trump closes in on Super Tuesday romp https://t.co/l3yzMGVAkq #Foxnews #i https://t.co/HkWTTL6W7k,http://www.politico.com/story/2016/02/donald-trump-super-tuesday-220008,414c1bd456dac776927338fa9d9e568e,Trump closes in on Super Tuesday romp,2016-03-01 01:02:35,politico,704473267973677057,00100
681,712942331163357184,15195038,Neutral,2016-03-24 00:00:00,#TheNewsClub Democrats have momentum but lack money in battle for Senate https://t.co/r5a9DPBz4N #Foxnews #i https://t.co/wCWmgkJiZJ,http://www.politico.com/story/2016/03/senate-campaign-democrats-221112,25e41e16a0c065dcca814b3bde545298,Democrats have momentum but lack money in battle for Senate,2016-03-24 10:20:35,politico,712942331163357184,00100
801,694667036115382272,25945980,Positive,2016-02-02 00:00:00,Donald Trump regroups ahead of New Hampshire:  https://t.co/qFqK4Ga3JC,http://www.cnn.com/2016/02/02/politics/republicans-new-hampshire-iowa-trump-rubio-christie/index.html,f3cbd6bbee456f624de7508197606000,Donald Trump regroups ahead of New Hampshire,2016-02-02 20:34:52,cnn,694667036115382272,00100
807,698791850459533316,3484664416,Negative,2016-02-14 00:00:00,Opinion: A shameful debate: The Republican debate in South Carolina Saturday on night was far below... https://t.co/sZgrvfQiOC #UberTalks,http://www.cnn.com/2016/02/14/opinions/gop-debate-grading-candidates-graham/index.html,4259b3eedcee361757e2ab6c08cccf11,Opinion: A shameful debate,2016-02-14 07:55:26,cnn,698791850459533316,00100
813,708341156317298689,25945980,Positive,2016-03-11 00:00:00,"Best chance to stop Trump in Ohio is Kasich, Rubio adviser says:  https://t.co/wzbChhVuPl",http://www.cnn.com/2016/03/11/politics/best-chance-to-stop-trump-in-ohio-is-kasich-rubio-adviser-says/index.html,765b5168047f84d0f032be76b0de6944,"Best chance to stop Trump in Ohio is Kasich, Rubio adviser says",2016-03-11 16:53:26,cnn,708341156317298689,00100
817,710490793082023937,25945980,Neutral,2016-03-17 00:00:00,"'Simpsons' predicted Trump in WH: It was somewhat of a throwaway line at the time, but make no mistake, it was... https://t.co/K5hZCpz74z",http://www.cnn.com/2016/03/17/entertainment/simpsons-trump-presidency-thr-feat/index.html,48e7ae25aa19b224588c95debbd62ed6,'Simpsons' predicted Trump presidency in 2000,2016-03-17 13:22:31,cnn,710490793082023937,00100
866,709695922440052736,3484664416,Positive,2016-03-15 00:00:00,Super Tuesday 3: What to watch: If Republicans are going to slow Donald Trump's march to the nomina... https://t.co/cAHBlYuREq #UberTalks,http://www.cnn.com/2016/03/15/politics/primary-election-2016-what-to-watch/index.html,186aaf3a915555328a3621d524d4ade9,Super Tuesday 3: What to watch,2016-03-15 11:21:02,cnn,709695922440052736,00100
879,691606747199336450,15195038,Neutral,2016-01-25 00:00:00,#TheNewsClub Rand Paul insists he'll be on main debate stage https://t.co/gpHiVACVKC #Foxnews #i https://t.co/aPKt5vWUBh,http://www.politico.com/story/2016/01/rand-paul-gop-debate-main-stage-218176,ca91af5c2ee1c9c270008fd6b6b6d927,Rand Paul insists he'll be on main debate stage,2016-01-25 12:51:20,politico,691606747199336450,00100
880,692027527687081986,345517008,Positive,2016-01-26 00:00:00,Democratic mayor to challenge GOP's Rand Paul in Senate race https://t.co/3ePYqJx5Ys,http://www.foxnews.com/politics/2016/01/26/democratic-mayor-to-challenge-gops-rand-paul-in-senate-race.html,4231f6e2e2c65cb9ab51970aec68a63d,Democratic mayor to challenge GOP's Rand Paul in Senate race,2016-01-26 16:37:01,fox,692027527687081986,00100
884,700733094970544128,3484664416,Neutral,2016-02-19 00:00:00,Trump tones down fight with Pope: Nobody wants to tangle with the Pope -- not even Donald Trump. https://t.co/Oxk7GUxr1O #UberTalks,http://www.cnn.com/2016/02/19/politics/donald-trump-pope-francis/index.html,b9a2be81cb3831d993964e08cf7903b1,Trump tones down fight with Pope,2016-02-19 16:59:53,cnn,700733094970544128,00100
902,709773045313875969,25945980,Neutral,2016-03-15 00:00:00,Why today changes everything for Republicans:  https://t.co/OokVb1NADs,http://www.cnn.com/2016/03/15/opinions/republicans-trump-day-of-reckoning-sexton/index.html,e18eaa31c2fa81c86b39f274be7b7fe6,"For Donald Trump and GOP, why this day changes everything (Opinion)",2016-03-15 15:50:38,cnn,709773045313875969,00100
911,692505648626585601,3935017274,Neutral,2016-01-28 00:00:00,@realdonaldtrump First story on new event: https://t.co/U1tltrk4Ky,http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-event/index.html,6f1b62d6fc17f59db02a70eb0135a10a,Trump announces event to benefit veterans during Fox debate,2016-01-27 23:03:03,cnn,692505648626585601,00100
934,689948431012532225,25945980,Neutral,2016-01-20 00:00:00,Sarah Palin throws red meat to Donald Trump crowd:  https://t.co/ZtI2CLzCwu,http://www.cnn.com/2016/01/20/politics/donald-trump-sarah-palin-red-meat/index.html,97ba0da51167ffaa14b197e3506e49a0,Sarah Palin throws red meat to Donald Trump crowd,2016-01-20 22:19:49,cnn,689948431012532225,00100
1013,684328270020476928,15195038,Neutral,2016-01-05 00:00:00,"#TheNewsClub Trump joins air wars with hard-hitting spot, but will his… https://t.co/EvjWMkvMZ5 #RedState #Trump2016 https://t.co/oRGnOQC0px",http://www.foxnews.com/politics/2016/01/05/trump-joins-air-wars-with-hard-hitting-spot-but-will-his-blitz-matter.html,aa333d55670a13e7f2cc9322eacb7553,"MEDIA BUZZ: Trump joins air wars with hard-hitting spot, but will his ad blitz matter? - Campaigns ramp up in final stretch to Iowa, NH - Trump criticized for campaign ad showing &lsquo;southern border&rsquo; using footage of Morocco - CAMPAIGN 2016 LIVE BLOG",2016-01-05 10:37:56,fox,684328270020476928,00100
1044,690173923313385472,15195038,Neutral,2016-01-21 00:00:00,#TheNewsClub Trump mocks Cruz's plan to campaign with ‘wacko’ Glenn Beck https://t.co/h6n2lxfLui #Foxnews #i,http://www.politico.com/story/2016/01/trump-cruz-glenn-beck-218058,bfc56803000dcace88aa3cf76c022326,Trump mocks Cruz's plan to campaign with ‘wacko’ Glenn Beck,2016-01-21 14:03:16,politico,690173923313385472,00100
1054,699945186458120195,15195038,Neutral,2016-02-17 00:00:00,#TheNewsClub Trump slams Apple's rejection of court order https://t.co/JZ4GwDBxIA #Foxnews #i,http://www.politico.com/story/2016/02/trump-apple-iphone-unlock-219369,275a8bdbb1bdfc77abfdd69bdc183d07,Trump slams Apple's rejection of court order,2016-02-17 13:07:21,politico,699945186458120195,00100
1085,709355938998685696,15195038,Neutral,2016-03-14 00:00:00,#TheNewsClub Inside Cruz’s state-by-state plan to defeat Trump https://t.co/aZRVD4ZuXp #Foxnews #i https://t.co/fRj6fIHlM4,http://www.politico.com/story/2016/03/inside-cruzs-state-by-state-plan-to-defeat-trump-220702,f3181c9cc3ec078990c34f02a8ff45f8,Inside Cruz’s state-by-state plan to defeat Trump,2016-03-14 13:22:27,politico,709355938998685696,00100
1126,702475478527913984,592236456,Negative,2016-02-24 00:00:00,"How Donald Trump dominated Nevada, in one word: Anger https://t.co/rJRDqzaI6q",https://www.washingtonpost.com/news/the-fix/wp/2016/02/23/early-data-suggest-an-angry-nevada-electorate-that-should-favor-donald-trump/,0c66d5ac5b5cee42f6366f208a95bcff,Good news for Donald Trump: Nevada voters went to the caucuses angry,2016-02-24 04:53:05,washpo,702475478527913984,00100
1129,713149217540182017,15195038,Negative,2016-03-24 00:00:00,#TheNewsClub Sanders' camp serves DNC with lawsuit over voter data https://t.co/vOQjwcemLh #Foxnews #i https://t.co/LXaHijF7ht,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/03/bernie-sanders-dnc-lawsuit-221216,620a87740f5deef3eeca3a6d6cd4dfe4,Sanders' camp serves DNC with lawsuit over voter data,2016-03-25 00:35:36,politico,713149217540182017,00100
1135,683753125413453824,3484664416,Negative,2016-01-03 00:00:00,Sanders: Topic off limits: Hillary Clinton won't face criticism over Bill Clinton's sexual indiscre... https://t.co/aM8IiUdwjL #UberTalks,http://www.cnn.com/2016/01/03/politics/donald-trump-bill-clinton-fair-game/index.html,2e5526fc2f3db51c8fd6de932d9a43f1,"Sanders not dwelling on 'Bill Clinton's sex life,' but Trump won't let go",2016-01-04 15:20:34,cnn,683753125413453824,00100
1137,685801556936003584,15195038,Neutral,2016-01-09 00:00:00,#TheNewsClub The Tea Partier's Quandary: What To Make Of Trump's Rise? https://t.co/J9zzXmlFVp #RedState #Trump2016 https://t.co/br6ThogVrI,http://www.npr.org/2016/01/09/462404642/the-tea-partiers-quandary-what-to-make-of-trumps-rise,8624b32b0ac5aff715d2878b175b2c95,The Tea Partier's Quandary: What To Make Of Trump's Rise?,2016-01-09 11:04:22,npr,685801556936003584,00100
1182,684887774458060800,3484664416,Neutral,2016-01-07 00:00:00,Cruz: This is 'a silly sideshow': Donald Trump escalated his attack against Ted Cruz on Wednesday w... https://t.co/YlabieNoxK #UberTalks,http://www.cnn.com/2016/01/06/politics/ted-cruz-birthplace-donald-trump/index.html,17293348643d743d69d3bfcf60d30f7d,Ted Cruz dismisses Trump's 'political noise' over Canadian birth,2016-01-06 19:35:36,cnn,684887774458060800,00100
1186,692425142153011200,15195038,Neutral,2016-01-27 00:00:00,#TheNewsClub RNC: No empty lectern at Fox News debate https://t.co/fuhvuZYYEl #Foxnews #i https://t.co/spobuYbhDq,http://www.politico.com/story/2016/01/gop-debate-no-empty-lecturn-trump-218291,fc98620f230c970195ec2aeb4656b286,RNC: No empty lectern at Fox News debate,2016-01-27 19:09:34,politico,692425142153011200,00100
1187,690035170922098688,17728732,Positive,2016-01-21 00:00:00,Ex-aide: Ben Carson 'not comfortable with homosexuality' https://t.co/QcMcKO2L5o via cnnbrk CNN #news,http://www.cnn.com/2016/01/20/politics/ben-carson-barry-bennett-doug-watts/index.html,7c28f037041d0f95fbc4941869d97eff,Ex-Carson aide: 'He's not comfortable with homosexuality',2016-01-21 03:40:30,cnn,690035170922098688,00100
1197,697039742790045696,25945980,Positive,2016-02-09 00:00:00,Trump tries to strike an intimate note: Donald Trump's final day of campaigning in New Hampshire before the st... https://t.co/7XY4NLKXDX,http://www.cnn.com/2016/02/09/politics/donald-trump-new-hampshire-campaigning/index.html,659f50bec0a942de978b386be5b7796d,Trump tries to strike an intimate note,2016-02-09 11:50:16,cnn,697039742790045696,00100
1236,692840777794203648,15195038,Neutral,2016-01-28 00:00:00,"#TheNewsClub Donald Trump Is Shocking, Vulgar and Right https://t.co/kXBQuTNMGU #Foxnews #i https://t.co/mjj1MflS3l",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,692840777794203648,00100
1267,691265353519874049,458015801,Positive,2016-01-24 00:00:00,"Fox News Poll: Trump gains in Iowa, still dominates in New Hampshire | Fox News |  https://t.co/aZ1bJSgiEN",http://www.foxnews.com/politics/2016/01/24/fox-news-poll-trump-gains-in-iowa-still-dominates-in-new-hampshire.html,f64efd30797e6cf0218664140a624ea4,"FOX NEWS POLL  Trump gains in Iowa, dominates New Hampshire",2016-01-24 13:59:35,fox,691265353519874049,00100
1274,698933518152257536,345517008,Negative,2016-02-14 00:00:00,"CAMPAIGN OPINION: Believe it or not, Trump could become president - Pozzuoli: Wasserman Schultz, you lost in NH,… https://t.co/Q3s6O5qDGd",http://www.foxnews.com/opinion/2016/02/10/how-trump-could-become-president.html,f144327b7cba2b0d8e4a21abd0e67608,"CAMPAIGN OPINION: Believe it or not, Trump could become president - Pozzuoli: Wasserman Schultz, you lost in NH, too - Judge Napolitano: No difference between candidates - Schoen: Why 2016 race is unlike any other",2016-02-14 17:49:24,fox,698933518152257536,00100
1301,717417910361141248,15195038,Neutral,2016-04-05 00:00:00,#TheNewsClub Hillary Clinton: Megyn Kelly is a 'superb journalist' https://t.co/oPQFxJHS3d #Foxnews #i https://t.co/PK23yTxq5s,http://www.politico.com/blogs/on-media/2016/04/hillary-clinton-megyn-kelly-is-a-superb-journalist-221581,0694ecd90cff44338ef99082e510c164,Hillary Clinton: Megyn Kelly is a 'superb journalist',2016-04-05 19:18:44,politico,717417910361141248,00100
1320,700039033133477888,25945980,Neutral,2016-02-17 00:00:00,New Ted Cruz ad links Marco Rubio to Obama on immigration:  https://t.co/dHh5ezYzEN,http://www.cnn.com/2016/02/17/politics/marco-rubio-ted-cruz-disturbing-dishonesty-fight/index.html,cb3123c6bd83226f863f5987408af27c,Marco Rubio: Ted Cruz 'willing to say or doing anything to get elected',2016-02-17 17:03:50,cnn,700039033133477888,00100
1326,708734369972621312,25945980,Negative,2016-03-12 00:00:00,Clinton: Trump inciting violence: Hillary Clinton on Saturday accused Donald Trump of inciting violence at his... https://t.co/scMS9yBfbm,http://www.cnn.com/2016/03/12/politics/hillary-clinton-donald-trump-chicago-protests/index.html,5f379d328d8b5561d3609617dbcc3bfd,Clinton on Trump's 'divisive' rhetoric: 'That's political arson',2016-03-12 18:02:19,cnn,708734369972621312,00100
1343,700346327478079488,345517008,Neutral,2016-02-18 00:00:00,"FOX NEWS POLL Trump holds 32-19 lead over Cruz in SC, Rubio 3rd https://t.co/l0QJqV2eH0",http://www.foxnews.com/politics/2016/02/18/fox-news-poll-trump-leads-in-south-carolina.html,3bc7945f9389455d5b64892157f7d61f,"FOX NEWS POLL Trump holds 32-19 lead  over Cruz in SC, Rubio 3rd",2016-02-18 15:34:42,fox,700346327478079488,00100
1353,707149680493199360,345517008,Neutral,2016-03-08 00:00:00,"RUST BELT RUMBLE: Trump, Clinton look to boost delegate leads in Mich., Miss.; GOP also votes in Idaho, Hawaii https://t.co/ifUiKoJTN9",http://www.foxnews.com/politics/2016/03/08/clinton-trump-eye-michigan-wins-as-candidates-face-first-big-midwest-test.html,a31ad603ceca526b4d9d18d07306dd8c,"RUST BELT RUMBLE: Trump, Clinton look to boost delegate leads in Mich., Miss.; GOP also votes in Idaho, Hawaii",2016-03-08 10:07:49,fox,707149680493199360,00100
1356,709602493588594688,345517008,Neutral,2016-03-15 00:00:00,"Trump focuses on Ohio primary, upping pressue on Kasich - Polls show Sanders closing gap in Midwest primaries - Fox… https://t.co/D5p0mn6oZm",http://www.foxnews.com/politics/2016/03/14/trump-sets-sights-on-ohio-upping-pressure-on-kasich.html,ac263da315723a24eca0bd7466a88028,DO OR DIE PRIMARY: Trump focuses on Ohio  &mdash; upping pressure on Kasich,2016-03-14 23:57:23,fox,709602493588594688,00100
